finess,zone,A1,A2,A3,A4,A5,A6
940000664,290000041,"         0,3","         0,9","         7,1","         2,6","         0,3","         6,8"
290000017,290000074,"         4,6","        10,9","         2,5","         2,9","         7,3","         4,4"
290000041,290000074,"         0,5","        10,9","         2,5","         2,9","         7,3","         4,4"
290000074,290000074,"        49,1","        16,2","         0,4","        20,9","        34,6","        46,8"
290000140,290000074,"         4,5","         0,8","         5,1","         0,9","         1,1","        46,8"
290000207,290000074,"         3,7","        12,8","        29,5",           7,           3,"        46,8"
290000215,290000074,"         5,7","        18,1","        21,2","        11,8",           3,"        46,8"
290000728,290000074,"         0,5","         0,7","         0,3","         0,2",           3,"        46,8"
290000785,290000074,"         3,7","         2,3","         0,3","         0,2",           3,"        46,8"
290000975,290000074,,"         2,3","         0,3","         0,2",           3,"        46,8"
290004142,290000074,"         0,1","         1,4","         0,6","         0,3",           3,"        46,8"
290019777,290000074,"         0,1","         2,6","         0,4","         0,9","         0,4","        46,8"
290020700,290000074,"        29,7","        24,9","        92,6",          13,"        32,3","        43,2"
290021542,290000074,,"        24,9","        92,6",          13,"        32,3","        43,2"
350005179,290000074,"         0,4","         0,7","         0,8",,"        32,3","        43,2"
440000289,290000074,"         0,3","         0,5","         0,1","         0,3","         0,1","        43,2"
440000651,290000074,"         0,2","         0,5","         0,1","         0,3","         0,1","        43,2"
440033819,290000074,           0,"         0,5","         0,1","         0,3","         0,1","        43,2"
560005746,290000074,"         0,2","         0,5","         0,1","         0,3","         0,1","        43,2"
750160012,290000074,"         0,1","         0,5","         0,1","         0,3","         0,1","        43,2"
780110052,290000074,,"         0,5","         0,1","         0,3","         0,1","        43,2"
830100616,290000074,,"         0,5","         0,1","         0,3","         0,1","        43,2"
940000664,290000074,,"         0,5","         0,1","         0,3","         0,1","        43,2"
220000020,290000116,"         1,5","         0,5",           4,"         0,3","         0,1","        43,2"
220000079,290000116,"         6,7","         0,5",           4,"         0,3","         0,1","        43,2"
220000103,290000116,          11,"         1,1","         7,3","         0,3","         0,1","        43,2"
220000111,290000116,"         2,2","         0,2","         2,1","         0,3","         0,1","        43,2"
220022800,290000116,"         2,7","         0,2","         2,1","         0,3","         0,1","        43,2"
290000017,290000116,"        10,4","        13,8","        12,9","         0,3","         0,1","        43,2"
290000116,290000116,"         2,3","         0,4",,,"         2,1",
290000140,290000116,"         1,2","         4,4","         2,8",,"         2,1",
290000207,290000116,"         1,3","         4,4","         2,8",,"         2,1",
290000975,290000116,,"         4,4","         2,8",,"         2,1",
290004142,290000116,"         1,2","         2,9","         0,9",,"         2,1",
290019777,290000116,"         1,7","         1,3","         0,9",,"         2,1",
290021542,290000116,"        52,6",          40,          35,,"         2,1",
290023431,290000116,          10,"        27,8","        17,8",,"         2,1",
350005179,290000116,"         1,2","         1,5",           2,,"         2,1",
220000103,290000140,"         0,1","         1,5",           2,,"         2,1",
290000017,290000140,"        52,6",          34,"        42,4","        17,4",          47,"        52,4"
290000041,290000140,"         1,9","         4,4","         6,8","         1,4","         2,2","         1,1"
290000074,290000140,"         0,7","         0,3","         0,2","         0,2","         2,2","         1,1"
290000140,290000140,"         8,1","        13,5","        18,9","        34,8","        16,4","        38,1"
290000207,290000140,"         0,7","         1,3",           0,"        34,8","        16,4","        38,1"
290000215,290000140,"         0,7","         0,5","         0,3","        34,8","        16,4","        38,1"
290000728,290000140,"        11,1","         6,1","         5,8","         7,5","         3,5","        38,1"
290000975,290000140,,"         6,1","         5,8","         7,5","         3,5","        38,1"
290004142,290000140,"         9,8","         7,7","         0,5","        10,5","        10,6","        38,1"
290019777,290000140,"        12,2","        22,2","        29,4","        25,8","        13,3","        38,1"
290020700,290000140,"         0,5","         0,8","         0,8","         0,4","         0,3","         0,5"
290021542,290000140,"         0,4","         3,2","         0,3","         1,9","         0,3","         0,5"
290023431,290000140,"         2,7","         0,2","         0,7","         1,9","         0,3","         0,5"
350005146,290000140,           0,"         0,2","         0,7","         1,9","         0,3","         0,5"
350005179,290000140,"         0,4","         0,5","         0,5","         1,9","         0,3","         0,5"
440000289,290000140,"         0,4","         0,5","         0,5","         1,9","         0,3","         0,5"
440001113,290000140,,"         0,5","         0,5","         1,9","         0,3","         0,5"
440029338,290000140,           0,"         0,5","         0,5","         1,9","         0,3","         0,5"
490000031,290000140,,"         0,5","         0,5","         1,9","         0,3","         0,5"
560005746,290000140,           0,"         0,5","         0,5","         1,9","         0,3","         0,5"
750100075,290000140,,"         0,5","         0,5","         1,9","         0,3","         0,5"
750100208,290000140,,"         0,5","         0,5","         1,9","         0,3","         0,5"
750160012,290000140,"         0,1","         0,5","         0,5","         1,9","         0,3","         0,5"
940000664,290000140,"         0,3","         0,2","         0,5","         1,9","         0,3","         0,5"
210780581,290000207,,"         0,2","         0,5","         1,9","         0,3","         0,5"
220000079,290000207,,"         0,2","         0,5","         1,9","         0,3","         0,5"
290000017,290000207,"         4,6","         9,7","         3,7","         2,9","         6,7","         2,7"
290000041,290000207,"         0,8","         9,7","         3,7","         2,9","         6,7","         2,7"
290000074,290000207,"        14,1","         3,9","         3,8","         6,9","         4,3","         2,7"
290000140,290000207,"         1,9","         0,8","         2,7","         0,7","         4,3","         2,7"
290000207,290000207,           6,"        14,2","         1,2","        34,3","         9,7",           5
290000215,290000207,"         9,6","        21,3","        24,2","        17,5","         9,7",           5
290000306,290000207,"         1,4","         0,8","        24,2","        17,5","         9,7",           5
290000785,290000207,"         4,8",           8,"         5,1","         1,4","         9,7",           5
290000975,290000207,,           8,"         5,1","         1,4","         9,7",           5
290019777,290000207,"         0,5","         0,6","         0,3","         1,4","         9,7",           5
290020700,290000207,          54,"        30,7","        91,4","        18,4","        45,5","        80,1"
290021542,290000207,,"         0,4","        91,4","        18,4","        45,5","        80,1"
350002812,290000207,"         0,3","         0,4","        91,4","        18,4","        45,5","        80,1"
350005179,290000207,"         0,6",           1,"         1,1","        18,4","        45,5","        80,1"
380012658,290000207,,           1,"         1,1","        18,4","        45,5","        80,1"
440000289,290000207,"         0,6","         0,6","         0,2","         0,5","         0,3","        80,1"
440000651,290000207,"         0,4","         0,6","         0,2","         0,5","         0,3","        80,1"
440001113,290000207,"         0,4","         0,5","         0,2","         0,5","         0,3","        80,1"
560002511,290000207,           1,"         0,5","         0,2","         0,5","         0,3","        80,1"
560002933,290000207,"         0,2","         0,9","         0,9","         0,8","         0,3","        80,1"
560005746,290000207,"         0,8","         0,7","         0,4","         0,6","         1,5",           3
560008799,290000207,"         0,1","         0,7","         0,4","         0,6","         1,5",           3
780110052,290000207,,"         0,7","         0,4","         0,6","         1,5",           3
290000017,290000215,           9,"         8,7","         2,4","         7,8","         1,5",           3
290000074,290000215,"        14,6","         3,9","         6,7","        11,7","         1,5",           3
290000140,290000215,"         0,3","         1,8","         2,5","         0,3","         1,5",           3
290000207,290000215,"         5,4","        14,5",          33,"         8,8","         1,5",           3
290000215,290000215,"         9,6","        21,9",,"        24,4","        16,3",
290000306,290000215,"         0,9","        21,9",,"        24,4","        16,3",
290000728,290000215,"         0,3","        21,9",,"        24,4","        16,3",
290000785,290000215,"         2,4","         7,8","         6,6","        24,4","        16,3",
290019777,290000215,"         0,4","         0,3","         6,6","        24,4","        16,3",
290020700,290000215,"        51,2","        31,6","        18,1","        42,4","        16,3",
290021542,290000215,"         0,5","        31,6","        18,1","        42,4","        16,3",
350005179,290000215,"         0,6","         0,9",           1,"        42,4","        16,3",
440000289,290000215,"         0,6","         0,6","         0,5","        42,4","        16,3",
440000651,290000215,"         0,4","         0,6","         0,5","        42,4","        16,3",
440001113,290000215,"         0,4","         0,6","         0,5","        42,4","        16,3",
560002511,290000215,"         0,6","         0,6","         0,5","        42,4","        16,3",
560002933,290000215,"         0,8","         0,4","         0,2","        42,4","        16,3",
560005746,290000215,           1,"         0,7","         0,3","         0,8","        16,3",
290000017,290000306,"         2,2","         4,7","         0,7","         2,2","        16,3",
290000140,290000306,"         0,5","         4,7","         0,7","         2,2","        16,3",
290000207,290000306,"         0,4","         5,6","        22,8","         0,3","        16,3",
290000215,290000306,"         0,5","         6,8","         6,3","         0,7","        16,3",
290000306,290000306,"        45,4","         8,1",,"         2,3","        17,2",
290020700,290000306,"         4,5",           6,           3,"         2,2","        17,2",
350002812,290000306,"         0,4",           6,           3,"         2,2","        17,2",
350005179,290000306,           1,"         2,4","         0,6","         1,7","        17,2",
440000289,290000306,"         0,9","         1,1","         0,3","         2,2","        17,2",
440000651,290000306,           0,"         1,1","         0,3","         2,2","        17,2",
440001113,290000306,"         0,6","         1,1","         0,3","         2,2","        17,2",
560002511,290000306,           6,"        15,1","        25,1","        12,8","        17,2",
560002933,290000306,          11,"        19,9","        20,9","        27,2","        17,2",
560005746,290000306,"        25,4","        23,9","        13,8","        30,5","        17,2",
560008799,290000306,"         0,8","         0,4","        13,8","        30,5","        17,2",
560014748,290000306,"         0,1","         0,4","        13,8","        30,5","        17,2",
560023210,290000306,"         0,4","         0,4","        13,8","        30,5","        17,2",
140000555,290000728,,"         0,4","        13,8","        30,5","        17,2",
290000017,290000728,"        52,3","        36,9","        17,8","        47,7","        52,8",
290000041,290000728,"         1,8","         1,1","         1,4","         0,8","        52,8",
290000074,290000728,"         0,7","         0,3","         0,3","         1,3","        52,8",
290000140,290000728,"         8,3","        16,2","        35,4","        16,9","        36,6",
290000207,290000728,"         0,4","         0,8","         0,4","        16,9","        36,6",
290000215,290000728,"         0,5","         0,2","         0,3","        16,9","        36,6",
290000728,290000728,"        11,5","         8,5",,           6,           8,"         4,1"
290000975,290000728,,"         8,5",,           6,           8,"         4,1"
290004142,290000728,"        10,2","         8,2","        10,7","        11,1",           8,"         4,1"
290019777,290000728,"        11,6","        23,5","        25,3","        12,4",           8,"         4,1"
290020700,290000728,"         0,5","         0,6","         0,2","         0,3","         1,1","         4,1"
290021542,290000728,"         0,3","         1,8","         0,2","         0,3","         1,1","         4,1"
290023431,290000728,"         0,2","         0,3","         0,2","         0,3","         1,1","         4,1"
350005146,290000728,           0,"         0,3","         0,2","         0,3","         1,1","         4,1"
350005179,290000728,"         0,5","         0,4","         0,1","         0,5","         1,1","         4,1"
440000289,290000728,"         0,4","         0,3",           0,"         0,5","         1,1","         4,1"
440001113,290000728,,"         0,3",           0,"         0,5","         1,1","         4,1"
750160012,290000728,"         0,1","         0,3",           0,"         0,5","         1,1","         4,1"
940000664,290000728,"         0,3",           0,           0,"         0,5","         1,1","         4,1"
130001647,290000785,,           0,           0,"         0,5","         1,1","         4,1"
130783293,290000785,"         0,1",           0,           0,"         0,5","         1,1","         4,1"
210987731,290000785,,           0,           0,"         0,5","         1,1","         4,1"
290000017,290000785,"         5,2","         7,5","         1,6","         2,6","         8,7","         7,2"
290000041,290000785,,"         7,5","         1,6","         2,6","         8,7","         7,2"
290000074,290000785,           1,"         0,9","         2,2",,"         8,7","         7,2"
290000140,290000785,"         0,1","         1,8","         1,7",,"         8,7","         7,2"
290000207,290000785,"         3,5","        10,1","         0,4","        24,4","         5,2","         3,3"
290000215,290000785,"         5,5","        15,1","        22,9",          11,"         5,2","         3,3"
290000728,290000785,"         0,2","         0,2","         0,1","         0,1","         5,2","         3,3"
290000785,290000785,"        52,5","        41,7",,"        30,6","        32,3","        19,6"
290004142,290000785,           0,"         0,1","         0,1","        30,6","        32,3","        19,6"
290019777,290000785,           0,"         0,1","         0,2","        30,6","        32,3","        19,6"
290020700,290000785,"        28,8","        16,4","        94,9","        13,4","        36,5","        68,1"
340780477,290000785,,"        16,4","        94,9","        13,4","        36,5","        68,1"
350000022,290000785,,"        16,4","        94,9","        13,4","        36,5","        68,1"
350002812,290000785,"         0,3","        16,4","        94,9","        13,4","        36,5","        68,1"
350005179,290000785,"         0,5","         0,8","         0,1","         0,6","        36,5","        68,1"
440000289,290000785,"         0,4","         0,5","         0,3","         0,3","        36,5","        68,1"
440000511,290000785,"         0,1","         0,5","         0,3","         0,3","        36,5","        68,1"
440000651,290000785,"         0,3","         0,5","         0,3","         0,3","        36,5","        68,1"
440001113,290000785,,"         0,5","         0,3","         0,3","        36,5","        68,1"
440024982,290000785,,"         0,5","         0,3","         0,3","        36,5","        68,1"
560002933,290000785,"         0,5","         0,5","         0,3","         0,3","        36,5","        68,1"
560005746,290000785,"         1,3","         0,5","         0,3","         0,3","        36,5","        68,1"
660780784,290000785,,"         0,5","         0,3","         0,3","        36,5","        68,1"
920008539,290000785,"         0,4","         0,5","         0,3","         0,3","        36,5","        68,1"
930150032,290000785,,"         0,5","         0,3","         0,3","        36,5","        68,1"
290000850,290000850,,,,,,
220000020,290000975,,,,,,
220000103,290000975,"         4,9",,,,,
220000111,290000975,"         1,4",,,,,
290000017,290000975,"        32,8","        24,5","        12,9","        19,9",,
290000041,290000975,           3,"         1,1",,"         0,9",,
290000140,290000975,"         4,3","         8,8","        36,3","         3,6",,
290000207,290000975,"         0,4",,"        36,3","         3,6",,
290000728,290000975,"         5,5","         3,3","         6,9","         3,6",,
290000975,290000975,,,,,,
290004142,290000975,"         4,9","         6,3","        14,3","         2,2",,
290019777,290000975,"         6,7","        15,4","        29,1","         3,7",,
290020700,290000975,"         6,3","         2,3","        29,1","         3,7",,
290021542,290000975,"        13,1","        17,3","        35,5","         3,7",,
290023431,290000975,"         2,2","        18,3",,"        16,1",,
350005179,290000975,"         0,7","         0,2","         0,7","        16,1",,
440000289,290000975,"         0,2","         0,2","         0,7","        16,1",,
590780193,290000975,           2,"         0,2","         0,7","        16,1",,
590780284,290000975,"         1,9","         0,2","         0,7","        16,1",,
690805361,290000975,,"         0,2","         0,7","        16,1",,
220000020,290004142,           0,"         0,2","         0,7","        16,1",,
220000103,290004142,"         0,1","         0,2","         0,7","        16,1",,
290000017,290004142,          53,"        34,2","        38,9","        16,9","        46,1",
290000041,290004142,"         0,9","         4,4","         8,4",           3,"         4,4",
290000074,290004142,"         0,4","         0,1","         8,4",           3,"         4,4",
290000140,290004142,"         8,3","        14,2","        16,9","        32,8","        15,8",
290000207,290004142,"         0,5","         0,7","        16,9","        32,8","        15,8",
290000215,290004142,"         0,2","         0,1","        16,9","        32,8","        15,8",
290000728,290004142,"        11,6","         6,7","         5,5","         7,2","        15,8",
290000975,290004142,,"         6,7","         5,5","         7,2","        15,8",
290004142,290004142,"        10,5","         8,1","         0,5","        10,4","        10,5",
290019777,290004142,          12,          24,"        28,9",          27,"        13,1",
290020700,290004142,"         0,3","         0,4","         1,3","         0,2","         0,2",
290021542,290004142,"         0,3","         1,9","         3,9","         0,4","         0,2",
290023431,290004142,"         1,6","         1,3","         3,9","         0,4","         0,2",
350005146,290004142,           0,"         1,3","         3,9","         0,4","         0,2",
350005179,290004142,"         0,5","         0,4","         0,5","         0,4","         0,2",
440000289,290004142,"         0,4","         0,3","         0,5","         0,4","         0,2",
490000031,290004142,,"         0,3","         0,5","         0,4","         0,2",
750100208,290004142,           0,"         0,3","         0,5","         0,4","         0,2",
750160012,290004142,"         0,1","         0,3","         0,5","         0,4","         0,2",
830100616,290004142,           0,"         0,3","         0,5","         0,4","         0,2",
290005131,290005131,,,,,,
290005230,290005230,,,,,,
220000079,290019777,           0,,,,,
220000103,290019777,"         0,1",,,,,
290000017,290019777,"        50,4","        34,8","        42,1","        16,5","        45,2",
290000041,290019777,"         5,1","         4,3","         3,8","         3,9","         4,8",
290000074,290019777,"         0,4","         0,2","         3,8","         3,9","         4,8",
290000140,290019777,"         7,6","        14,6","        18,8","        31,3","        15,5",
290000207,290019777,"         0,5","         0,2","        18,8","        31,3","        15,5",
290000215,290019777,"         0,1","         0,4","        18,8","        31,3","        15,5",
290000728,290019777,"        10,1",           7,"         5,2","         6,4","        15,5",
290000975,290019777,,           7,"         5,2","         6,4","        15,5",
290004142,290019777,"         9,3","         8,3","         0,6","        10,3",          10,
290019777,290019777,"        12,4","        25,1","        32,3","        28,1","        13,5",
290020700,290019777,"         0,4","         0,4","         0,4","         0,1","         0,6",
290021542,290019777,"         1,3","         0,8",           1,"         0,8","         0,7",
290023431,290019777,"         0,5","         2,2","         0,4","         0,8","         0,7",
350005146,290019777,           0,"         2,2","         0,4","         0,8","         0,7",
350005179,290019777,"         0,4","         0,4",           0,"         0,5","         0,7",
440000289,290019777,"         0,4","         0,4",           0,"         0,5","         0,7",
440029338,290019777,           0,"         0,4",           0,"         0,5","         0,7",
750100208,290019777,           0,"         0,4",           0,"         0,5","         0,7",
220000020,290020700,"         0,1","         0,4",           0,"         0,5","         0,7",
220000079,290020700,           0,"         0,4",           0,"         0,5","         0,7",
290000017,290020700,"         6,5","         7,6","         2,6","         2,2",           7,"         3,3"
290000041,290020700,"         0,4","         7,6","         2,6","         2,2",           7,"         3,3"
290000074,290020700,"         8,1","         4,5","         6,2","         7,7","         3,1","         3,3"
290000140,290020700,"         0,2","         1,7","         0,5","         2,4","         0,5","         3,3"
290000207,290020700,"         5,8","        14,8","         0,7","        32,1","         9,2","         4,3"
290000215,290020700,"        10,1","        21,3","        25,2","        16,7","         9,2","         4,3"
290000306,290020700,"         2,3","         0,6","        25,2","        16,7","         9,2","         4,3"
290000728,290020700,"         0,2","         0,6","        25,2","        16,7","         9,2","         4,3"
290000785,290020700,"         4,9","         9,7",,"         6,3","         4,9","         4,3"
290019777,290020700,"         0,3","         0,3","         0,2","         6,3","         4,9","         4,3"
290020700,290020700,"        55,7","        31,4","        92,6","        19,3","        44,9","        78,8"
290021542,290020700,"         0,1","        31,4","        92,6","        19,3","        44,9","        78,8"
350002812,290020700,"         0,3","        31,4","        92,6","        19,3","        44,9","        78,8"
350005179,290020700,"         0,6","         0,9","         1,1","        19,3","        44,9","        78,8"
440000289,290020700,"         0,6","         0,7","         0,1","         0,5","         0,3","        78,8"
440000651,290020700,"         0,4","         0,7","         0,1","         0,5","         0,3","        78,8"
440001113,290020700,"         0,4","         0,4","         0,1","         0,5","         0,3","        78,8"
560002511,290020700,"         0,4","         0,4","         0,1","         0,5","         0,3","        78,8"
560002933,290020700,"         0,3","         0,7","         0,3","         0,7","         0,3","        78,8"
560005746,290020700,"         1,1","         0,6","         1,5","         0,3","         1,4","         2,4"
750100075,290020700,"         0,3","         0,6","         1,5","         0,3","         1,4","         2,4"
780110052,290020700,,"         0,6","         1,5","         0,3","         1,4","         2,4"
140000555,290021542,,"         0,6","         1,5","         0,3","         1,4","         2,4"
220000020,290021542,"         0,5","         0,6","         1,5","         0,3","         1,4","         2,4"
220000079,290021542,"         0,6","         0,6","         1,5","         0,3","         1,4","         2,4"
220000103,290021542,"         3,4","         2,3","         1,5","         0,3","         1,4","         2,4"
220000111,290021542,"         0,8","         0,7","         0,8","         0,3","         1,4","         2,4"
220022800,290021542,"         0,1","         0,3",           0,"         0,3","         1,4","         2,4"
290000017,290021542,          17,          19,"         9,9",           8,"        18,8","        15,6"
290000041,290021542,           2,           2,"         8,9","         0,6","        18,8","        15,6"
290000116,290021542,"         0,6","         0,9","         8,9","         0,6","        18,8","        15,6"
290000140,290021542,"         1,4","         4,4","         1,6","         6,9","         3,3","         6,7"
290000207,290021542,           1,"         0,5",,"         6,9","         3,3","         6,7"
290000215,290021542,"         0,1","         0,4",,"         6,9","         3,3","         6,7"
290000728,290021542,           1,"         0,7","         0,3","         0,5","         0,2","         6,7"
290000975,290021542,,"         0,7","         0,3","         0,5","         0,2","         6,7"
290004142,290021542,"         1,4","         4,3","         0,2","         2,7","         1,7","         6,7"
290019777,290021542,"         2,9","         5,2",          12,"         5,8","         1,6","         6,7"
290020700,290021542,"         0,3",,          12,"         5,8","         1,6","         6,7"
290021542,290021542,"        59,5","        33,5","        61,6","        19,7","        45,4","        57,3"
290023431,290021542,          10,"        24,6",          51,"        20,3","        17,4","        57,3"
310781505,290021542,,"        24,6",          51,"        20,3","        17,4","        57,3"
350005179,290021542,"         0,8","         0,9",           1,"        20,3","        17,4","        57,3"
440000289,290021542,"         0,5","         0,3","         0,1","        20,3","        17,4","        57,3"
940000664,290021542,"         0,2",           0,"         0,1","        20,3","        17,4","        57,3"
220000020,290023431,"         0,5","         1,2","         0,1","        20,3","        17,4","        57,3"
220000079,290023431,"         0,6","         1,2","         0,1","        20,3","        17,4","        57,3"
220000103,290023431,           2,"         0,8","         2,2","         1,3","        17,4","        57,3"
220000111,290023431,"         1,2","         2,1","         0,8",           2,"        17,4","        57,3"
220022800,290023431,"         0,3","         2,1","         0,8",           2,"        17,4","        57,3"
290000017,290023431,"        15,9","        18,7","         7,8","        21,3","        17,3","        57,3"
290000041,290023431,"         0,7","         1,9",           3,"         1,8","         1,7","        57,3"
290000116,290023431,"         0,7","         0,8",           3,"         1,8","         1,7","        57,3"
290000140,290023431,"         1,3","         4,1","         7,7","         3,4","         9,7","        57,3"
290000207,290023431,"         1,1","         4,1","         7,7","         3,4","         9,7","        57,3"
290000215,290023431,"         0,3","         4,1","         7,7","         3,4","         9,7","        57,3"
290000728,290023431,"         0,8","         0,5","         7,7","         3,4","         9,7","        57,3"
290000975,290023431,,"         0,5","         7,7","         3,4","         9,7","        57,3"
290004142,290023431,"         1,4","         4,1","         3,1","         1,6","         9,7","        57,3"
290019777,290023431,"         2,3","         4,4",           9,"         2,2","         9,7","        57,3"
290021542,290023431,"        62,4","        32,1",          17,"        42,2","        48,4","        57,3"
290023431,290023431,"        10,5","        24,1",,          45,"        18,7","        14,1"
350005179,290023431,"         0,8","         1,1","         0,9",          45,"        18,7","        14,1"
440000289,290023431,"         0,4","         1,1","         0,9",          45,"        18,7","        14,1"
590780193,290023431,,"         1,1","         0,9",          45,"        18,7","        14,1"
640780938,290023431,"         1,4","         1,1","         0,9",          45,"        18,7","        14,1"
640781290,290023431,"         0,5","         1,1","         0,9",          45,"        18,7","        14,1"
940000664,290023431,"         0,2","         1,1","         0,9",          45,"        18,7","        14,1"
290023779,290023779,,,,,,
290029669,290029669,,,,,,
290030808,290030808,,,,,,
290032028,290032028,,,,,,
290032655,290032655,,,,,,
290032713,290032713,,,,,,
060000528,2A0000014,"         0,5","         1,5",,,,
060780715,2A0000014,"         0,3","         1,5",,,,
060780756,2A0000014,"         0,1","         1,5",,,,
060785011,2A0000014,"         0,9","         1,6","         0,6",           1,"         0,1",
130001647,2A0000014,"         1,6","         1,6","         0,2","         7,5","         4,2",
130037922,2A0000014,"         0,8","         1,6","         0,2","         7,5","         4,2",
130043664,2A0000014,"         0,3","         0,2","         0,2","         7,5","         4,2",
130780521,2A0000014,"         1,2","         1,6","         1,1","         0,4","         4,2",
130783236,2A0000014,"         1,1",           2,"         0,9","         0,4","         4,2",
130783293,2A0000014,"         3,6","         2,8","         0,1","         1,5","         4,2",
130783327,2A0000014,"         0,1","         1,5","         0,1","         1,5","         4,2",
130783723,2A0000014,"         1,4","         0,3","         0,1","         1,5","         4,2",
130783772,2A0000014,           2,"         1,4","         0,1","         1,5","         4,2",
130784051,2A0000014,"         0,8","         3,6","         0,7","         1,5","         4,2",
130784234,2A0000014,"         1,3","         3,6","         0,7","         1,5","         4,2",
130784713,2A0000014,"         0,4","         3,6","         0,7","         1,5","         4,2",
130785652,2A0000014,"         0,9","         0,2","         0,3","         0,5","         0,6",
130789316,2A0000014,,"         0,2","         0,3","         0,5","         0,6",
130804297,2A0000014,"         1,1","         1,1","         0,3","         0,5","         0,6",
2A0000014,2A0000014,"        49,1","        40,6","        94,6","        16,4","        30,4",
2A0000139,2A0000014,"        29,3","        29,7","         0,2","        73,8",          27,
2A0000154,2A0000014,"         0,4","        29,7","         0,2","        73,8",          27,
2A0000386,2A0000014,"         4,1","        14,5",          85,"        73,8",          27,
2B0000020,2A0000014,"         0,8","         0,2",           0,"        73,8",          27,
2B0000145,2A0000014,"         0,2","         0,1",           0,"        73,8",          27,
330781196,2A0000014,,"         0,1",           0,"        73,8",          27,
750300121,2A0000014,,"         0,1",           0,"        73,8",          27,
940000664,2A0000014,"         0,3","         0,1",           0,"        73,8",          27,
060000528,2A0000139,"         0,6","         0,1",           0,"        73,8",          27,
060780715,2A0000139,"         0,3","         0,1",           0,"        73,8",          27,
060780756,2A0000139,"         0,1","         0,1",           0,"        73,8",          27,
060785011,2A0000139,           1,"         1,6","         0,6",           1,          27,
130001647,2A0000139,"         1,6","         1,5","         0,2","         7,3",          27,
130037922,2A0000139,"         0,8","         1,5","         0,2","         7,3",          27,
130780521,2A0000139,"         1,1","         1,6",           1,"         7,3",          27,
130783236,2A0000139,           1,"         1,9","         0,9","         0,4",          27,
130783293,2A0000139,"         3,6","         2,8","         0,1","         0,4",          27,
130783327,2A0000139,"         0,1","         1,5","         0,1","         0,4",          27,
130783723,2A0000139,"         1,4","         0,3","         0,1","         0,4",          27,
130783772,2A0000139,"         1,9","         1,4","         0,1","         0,4",          27,
130784051,2A0000139,"         0,8","         3,6","         0,7","         0,4",          27,
130784234,2A0000139,"         1,3","         3,6","         0,7","         0,4",          27,
130784713,2A0000139,"         0,4","         3,6","         0,7","         0,4",          27,
130785652,2A0000139,"         0,9","         0,2","         0,3","         0,5",          27,
130789316,2A0000139,,"         0,2","         0,3","         0,5",          27,
130804297,2A0000139,"         1,1","         0,2","         0,3","         0,5",          27,
2A0000014,2A0000139,"        49,2","        40,4","        94,7","        16,3","        29,9",
2A0000139,2A0000139,"        29,5","        29,7","         0,2","        73,4","        26,9",
2A0000154,2A0000139,"         0,9","        29,7","         0,2","        73,4","        26,9",
2A0000386,2A0000139,           4,"        14,9","         0,2","        73,4","        26,9",
2A0002606,2A0000139,"         0,8","        14,9","         0,2","        73,4","        26,9",
2B0000020,2A0000139,"         0,7","         0,2","         0,2","        73,4","        26,9",
2B0000145,2A0000139,"         0,2","         0,1","         0,2","        73,4","        26,9",
330781196,2A0000139,,"         0,1","         0,2","        73,4","        26,9",
750160012,2A0000139,"         0,4","         0,1","         0,2","        73,4","        26,9",
940000664,2A0000139,"         0,3","         0,1","         0,2","        73,4","        26,9",
060780715,2A0000154,"         0,4","         0,1","         0,2","        73,4","        26,9",
060785011,2A0000154,"         1,6","         0,2","         2,4","        73,4","        26,9",
110780228,2A0000154,"         0,2","         0,2","         2,4","        73,4","        26,9",
130001647,2A0000154,"         1,4","         7,2","         2,4","        73,4","        26,9",
130780521,2A0000154,"         1,8","         1,2","         2,4","        73,4","        26,9",
130783236,2A0000154,"         0,8","         1,2","         2,4","        73,4","        26,9",
130783293,2A0000154,"         3,4","         1,9","         0,3","        73,4","        26,9",
130783327,2A0000154,"         0,2","         0,6","         0,3","        73,4","        26,9",
130783772,2A0000154,"         0,6","         0,6","         0,3","        73,4","        26,9",
130783962,2A0000154,"         0,1","         0,6","         0,3","        73,4","        26,9",
130784051,2A0000154,           2,"         0,7","         0,3","        73,4","        26,9",
130785652,2A0000154,"         1,5",           1,"         0,3","        73,4","        26,9",
130804297,2A0000154,"         0,8",           1,"         0,3","        73,4","        26,9",
240000059,2A0000154,,           1,"         0,3","        73,4","        26,9",
2A0000014,2A0000154,"         6,8",           6,"         7,9","         1,2","         4,2",
2A0000139,2A0000154,           3,"         6,8",          10,"         6,9","         4,2",
2A0000154,2A0000154,"        59,7","         8,5","        63,3","        50,2","        30,6",
2A0000386,2A0000154,"         4,8","         8,5","        63,3","        50,2","        30,6",
2B0000020,2A0000154,"         6,4","         9,3","        17,7","         3,9","         4,7",
2B0000079,2A0000154,"         1,4",          13,"         0,9","         3,9","         4,7",
2B0000145,2A0000154,"         2,7","         9,4","         6,9","         8,5","         8,4",
2B0000392,2A0000154,"         0,9","         9,4","         1,9","         2,2","         8,4",
420010050,2A0000154,"         2,4","         9,4","         1,9","         2,2","         8,4",
420780652,2A0000154,"         3,2","         9,4","         1,9","         2,2","         8,4",
420784878,2A0000154,"         2,1","         9,4","         1,9","         2,2","         8,4",
630780989,2A0000154,,"         9,4","         1,9","         2,2","         8,4",
730002839,2A0000154,,"         9,4","         1,9","         2,2","         8,4",
