finess,zone,A1,A2,A3,A4,A5,A6
340780683,300788502,"         1,3","         1,3","         1,9","         1,7","         6,1","         1,8"
340780725,300788502,"         1,9","         0,8","         1,9","         1,7","         6,1","         1,8"
690781810,300788502,"         1,1","         0,8","         1,9","         1,7","         6,1","         1,8"
840000285,300788502,"         0,6","         0,8","         1,9","         1,7","         6,1","         1,8"
840000350,300788502,"         0,6","        38,7","         1,9","         1,7","         6,1","         1,8"
840006597,300788502,"         0,9","         0,8","         6,7","         1,7","         6,1","         1,8"
090781774,310026083,"         3,3","         0,2","         6,7","         1,7","         6,1","         1,8"
120780069,310026083,"         2,5","         0,2","         6,7","         1,7","         6,1","         1,8"
310026083,310026083,"         2,5","         4,4","        22,1","        13,8","         3,5",
310780101,310026083,"         4,5","         5,8","         4,4","        11,6",           6,
310780150,310026083,"         6,2","        11,6","         1,5","        11,6",           6,
310780259,310026083,"         8,3","         3,9","         5,4","         9,9",           6,
310780283,310026083,           5,"         8,8","         3,2","        10,8","         3,5",
310780309,310026083,"         3,3","         2,8","         0,5","         6,2","         2,2",
310780382,310026083,"         2,9","         6,1","        19,2","         6,6","         4,4",
310780671,310026083,"         3,8","         2,4","         3,3","         6,6","         4,4",
310781000,310026083,"         7,5","         8,4","         0,1","         9,8","         8,9",
310781067,310026083,"        16,8",           2,"         0,1","         9,8","         8,9",
310781406,310026083,"        40,1","        23,5","        30,1","        13,5","        32,6",
310781505,310026083,"         3,1","         6,2","         1,3","         4,7","         3,2",
310782347,310026083,"         0,9","         8,4","         1,3","         4,7","         3,2",
810000380,310026083,           2,"         8,4","         1,3","         4,7","         3,2",
810000455,310026083,"         0,3","         8,4","         1,3","         4,7","         3,2",
820000040,310026083,"         0,1","         8,4","         1,3","         4,7","         3,2",
090781774,310780101,"         3,5","         0,3","         1,3","         4,7","         3,2",
310026083,310780101,"         2,7","         4,6","        20,9","        13,1","         2,8",
310780101,310780101,"         8,3",           9,"         6,3","        13,8","        10,9","        13,1"
310780150,310780101,"         6,1","        12,1","         6,3","        13,8","        10,9","        13,1"
310780259,310780101,"         8,1","         3,8","         4,7","         8,2",          27,"        13,1"
310780283,310780101,"         9,6","        13,5","         5,5",          14,"         8,2","         6,9"
310780309,310780101,"         4,2","         3,4","         0,6","         6,7","         2,3","         6,9"
310780366,310780101,"         1,6","         3,4","         0,6","         6,7","         2,3","         6,9"
310780382,310780101,"         2,9",           6,"        16,4","         5,6","         3,3","         6,9"
310781000,310780101,"         3,5","         5,1","         3,5","         2,1",           1,"         6,9"
310781067,310780101,"         2,3","         2,2","        17,7","         2,1","         1,5","         2,1"
310781406,310780101,"        45,9","        25,5","        27,3",          13,"        33,3","        21,4"
310781505,310780101,"         1,8","         3,1","         0,6","         5,1","         2,1","         2,9"
310782347,310780101,"         1,1",           1,           9,"        18,1","         2,1","         2,9"
320780117,310780101,"         2,1","         1,4",           9,"        18,1","         2,1","         2,9"
750160012,310780101,"         0,1","         1,4",           9,"        18,1","         2,1","         2,9"
810000224,310780101,"         0,2","         1,4",           9,"        18,1","         2,1","         2,9"
810000380,310780101,"         0,7",           4,           9,"        18,1","         2,1","         2,9"
810000455,310780101,"         0,8",           4,           9,"        18,1","         2,1","         2,9"
820000057,310780101,"         0,4",           4,           9,"        18,1","         2,1","         2,9"
090781774,310780150,"         2,9",           4,           9,"        18,1","         2,1","         2,9"
110780483,310780150,"         2,3",           4,           9,"        18,1","         2,1","         2,9"
310026083,310780150,"         2,5","         3,7","        20,3","        11,5","         3,1","         2,9"
310780101,310780150,"         5,8","         5,1","         4,2","         9,9","         7,2","         2,9"
310780150,310780150,"         0,6","         5,8","         0,1","        11,2","         1,6",
310780259,310780150,"         8,5","         3,5","         4,8","         9,3","         1,6",
310780283,310780150,           4,"         7,9",           3,"         9,4","         3,7",
310780309,310780150,"         3,7","         2,4","         0,5","         5,1","         2,3",
310780382,310780150,"         3,1",           5,"        16,4","         5,3","         4,2",
310780671,310780150,           3,"         2,3","         3,9","         5,3","         4,2",
310781000,310780150,"         7,7","         7,5",           8,"         6,8","         4,2",
310781067,310780150,"         1,8","        16,8",           8,"         6,8","         4,2",
310781406,310780150,"        43,9","        21,3","        26,4",          12,"        33,6",
310781505,310780150,"         5,4","         5,1","         0,6","         5,3","         6,7",
310782347,310780150,"         8,7","         5,1","         0,6","         5,3","         6,7",
320780117,310780150,"         2,2","         5,1","         0,6","         5,3","         6,7",
820000016,310780150,"         2,9","         5,1","         0,6","         5,3","         6,7",
820000040,310780150,           4,"         5,1","         0,6","         5,3","         6,7",
820000057,310780150,"         2,8","         5,1","         0,6","         5,3","         6,7",
090781774,310780259,"         4,2","         2,9","         0,1","         4,5","         1,9",
110780061,310780259,"         2,4","         2,9","         0,1","         4,5","         1,9",
110780483,310780259,"         2,3","         2,9","         0,1","         4,5","         1,9",
310026083,310780259,"         3,5",          21,"        12,1","         2,8","         1,9",
310780101,310780259,"         4,3","         4,7","         4,4","         9,7","         6,1","         6,2"
310780150,310780259,"         5,3","        10,5","         4,4","         9,7","         6,1","         6,2"
310780259,310780259,"         7,2","         3,5",,           5,"         8,9","        26,1"
310780283,310780259,           5,"         7,3","         2,4","        10,1","         3,8","         4,9"
310780309,310780259,"         2,8","         0,6","         5,3","        10,1","         3,8","         4,9"
310780382,310780259,"         2,2","         4,8","        16,4","         5,7","         3,6","         4,9"
310780671,310780259,"         3,2","         2,5","         3,6","         2,2","         3,6","         4,9"
310781000,310780259,"         5,8","         6,8","         8,8","         6,1","         5,8","         4,9"
310781067,310780259,"        18,7","         1,7","         1,4","         6,1","         5,8","         4,9"
310781406,310780259,"        35,4","        20,2","        27,1","        12,3",          31,"        19,9"
310781505,310780259,"         3,9","         4,9","         4,7","         5,9","         7,1","        19,9"
310782347,310780259,"         8,8","        17,8","         4,7","         5,9","         7,1","        19,9"
320780117,310780259,"         3,5","         2,1","         1,6","         5,9","         7,1","        19,9"
460780216,310780259,"         1,1","         2,1","         1,6","         5,9","         7,1","        19,9"
810000380,310780259,"         3,8","         6,9","         1,6","         5,9","         7,1","        19,9"
810000455,310780259,"         0,5","         6,9","         1,6","         5,9","         7,1","        19,9"
820000040,310780259,           0,"         6,9","         1,6","         5,9","         7,1","        19,9"
090781774,310780283,"         2,9","         6,9","         1,6","         5,9","         7,1","        19,9"
310026083,310780283,"         2,9","        20,1","         9,2","         3,2","         7,1","        19,9"
310780101,310780283,"         7,2","         5,1","         5,8","         9,8","         9,6","         8,7"
310780150,310780283,"         3,7","         6,7","         5,8","         9,8","         9,6","         8,7"
310780259,310780283,"         8,2","         3,6","         9,1","        21,8","         9,6","         8,7"
310780283,310780283,          13,"        10,6","         6,8","        13,9","        11,6","        13,4"
310780309,310780283,"         3,9","         0,5","         4,8","         2,3","        11,6","        13,4"
310780382,310780283,           3,"         3,4","        15,7","         3,5","         3,7","        13,4"
310780671,310780283,"         1,2","         3,4","        15,7","         3,5","         3,7","        13,4"
310781000,310780283,"         3,8","         4,3","         2,8","         3,2","         3,4","        13,4"
310781067,310780283,"         2,5","        16,8","         1,8","         1,7","         3,4","        13,4"
310781406,310780283,"        45,3","        17,8","        26,7","         9,7","        33,7","        18,6"
310782347,310780283,"         1,1","         8,5","        15,6","         9,7","        33,7","        18,6"
810000224,310780283,"         0,5","         3,3","         3,7","         1,8","         3,4","        18,6"
810000331,310780283,           3,"         0,4","         0,7","         1,8","         3,4","        18,6"
810000380,310780283,"         3,9","         1,5","         0,7","         1,8","         3,4","        18,6"
810000455,310780283,"         2,3","         3,5","         1,7","         1,8","         3,4","        18,6"
810101170,310780283,"         3,1","         5,9","         1,7","         1,8","         3,4","        18,6"
810101444,310780283,"         3,3","         4,8","         1,7","         1,8","         3,4","        18,6"
820000016,310780283,"         0,3","         4,8","         1,7","         1,8","         3,4","        18,6"
820000040,310780283,"         0,5","         4,8","         1,7","         1,8","         3,4","        18,6"
820000057,310780283,"         3,6","         0,5","         1,7","         1,8","         3,4","        18,6"
090781774,310780309,"         3,5","         2,8","         0,1","         1,8","         3,4","        18,6"
110780061,310780309,"         0,2","         2,8","         0,1","         1,8","         3,4","        18,6"
310026083,310780309,"         2,6","         4,2","        22,4","        13,6","         3,1","        18,6"
310780101,310780309,           6,           6,"         5,3",          12,"         8,6","        10,5"
310780150,310780309,           6,"        11,1","         1,6",          12,"         8,6","        10,5"
310780259,310780309,"         8,3","         3,7","         5,4","         9,1","        35,1","        10,5"
310780283,310780309,"         5,1",           9,"         3,3","        11,7","         3,7","        10,4"
310780309,310780309,"         4,1","         2,8","         0,7","         6,3","         2,4","         0,1"
310780382,310780309,"         3,1","         5,9","        17,4","         6,3","         4,1","         0,1"
310780671,310780309,"         2,3","         2,2","         4,6","         6,3","         4,1","         0,1"
310781000,310780309,"         3,8","         7,4","         8,1","         3,1","         1,2","         0,1"
310781067,310780309,           2,"        19,4",           2,"         3,2","         1,2","         0,1"
310781406,310780309,"        44,4","        23,4","        28,6","        13,4",          34,"        20,1"
310781505,310780309,"         6,3","         6,1","         0,2","         3,2","         6,7","         0,2"
310782347,310780309,"         0,9","         8,8","        17,9","         3,2","         6,7","         0,2"
320780117,310780309,"         0,2","         8,8","        17,9","         3,2","         6,7","         0,2"
340780477,310780309,,"         8,8","        17,9","         3,2","         6,7","         0,2"
660780784,310780309,,"         8,8","        17,9","         3,2","         6,7","         0,2"
750160012,310780309,"         0,1","         8,8","        17,9","         3,2","         6,7","         0,2"
810000455,310780309,"         0,3","         8,8","        17,9","         3,2","         6,7","         0,2"
090781774,310780366,"         3,1","         4,3","        17,9","         3,2","         6,7","         0,2"
110780061,310780366,"         6,6","         3,5","        17,9","         3,2","         6,7","         0,2"
110780087,310780366,"         5,6","         2,6","        17,9","         3,2","         6,7","         0,2"
110780483,310780366,"         2,5","         2,4","        17,9","         3,2","         6,7","         0,2"
310026083,310780366,"         3,3","         2,4","        17,9","         3,2","         6,7","         0,2"
310780101,310780366,"        11,9","        20,1","        14,8","         3,2","         6,7","         0,2"
310780150,310780366,"         7,9","        20,1","        14,8","         3,2","         6,7","         0,2"
310780259,310780366,"         4,8",           3,"         4,8","         3,2","         6,7","         0,2"
310780283,310780366,"         3,4","        13,5","         2,3","         3,2","         6,7","         0,2"
310780309,310780366,"         2,1","         3,9","         2,3","         3,2","         6,7","         0,2"
310780366,310780366,"        11,5","         0,3",,,"         5,2",
310780382,310780366,"         4,3","         0,3",,,"         5,2",
310781000,310780366,           4,"         0,3",,,"         5,2",
310781406,310780366,"        33,8","        28,8","        31,6",,"         5,2",
310781505,310780366,"         1,8","         5,3","        31,6",,"         5,2",
310782347,310780366,"         1,1",           8,"        31,6",,"         5,2",
810000380,310780366,"         4,2","         2,4","        31,6",,"         5,2",
820000057,310780366,"         1,4","         2,4","        31,6",,"         5,2",
090781774,310780382,"         0,2","         2,4","        31,6",,"         5,2",
310026083,310780382,"         3,1","         5,8","        20,9","        14,9","         3,8",
310780101,310780382,"         4,7","         6,2","         3,9","         8,9","         6,7",
310780150,310780382,"         0,7","         7,2","        12,4","         1,6","         6,7",
310780259,310780382,          10,"         4,8","         6,3","        10,6","         6,7",
310780283,310780382,"         2,9","         7,5","         1,8","         6,3","         3,7",
310780309,310780382,"         4,2","         3,6","         0,5","         6,8","         2,4",
310780382,310780382,"         4,1",           9,"        20,2","         7,9",           5,
310780671,310780382,"         1,2","         0,3","        20,2","         7,9",           5,
310781000,310780382,"         7,9","         9,4","        10,2","         7,8",           5,
310781067,310780382,"         2,4","         2,5",          16,"         2,3","         1,6",
310781406,310780382,          48,"        28,4","        29,5","        14,5","        34,8",
310781505,310780382,           6,           8,"         4,7","         6,2","         6,1",
310782347,310780382,"         1,2",           1,"         9,3","         6,2","         6,1",
320780117,310780382,"         0,3",           1,"         9,3","         6,2","         6,1",
810000455,310780382,"         0,2",           1,"         9,3","         6,2","         6,1",
090781774,310780671,"         0,6","         0,7","         9,3","         6,2","         6,1",
090781816,310780671,"         0,9","         1,6","         3,4","         2,3","         0,5",
110780228,310780671,,"         1,6","         3,4","         2,3","         0,5",
310026083,310780671,"         0,9","         3,1","         2,2","         4,1",           1,
310780101,310780671,"         0,9","         0,9","         1,3","         0,9",           1,
310780150,310780671,"         6,7","         8,8","         1,9","         0,9",           1,
310780259,310780671,"         5,5",           3,"         3,3","         4,8","        11,6",
310780283,310780671,"         2,7","         2,8","         0,3","         4,8","        11,6",
310780309,310780671,"         1,4","         2,1","         1,2","         4,8","        11,6",
310780382,310780671,"         1,8","         3,7","         1,2","         4,8","        11,6",
310780671,310780671,"        54,1","        36,5","        67,3","        44,8",          45,"        40,4"
310781000,310780671,"         1,6","         4,2","         1,5","         1,4",          45,"        40,4"
310781067,310780671,"         0,8","         4,2","         1,5","         1,4",          45,"        40,4"
310781406,310780671,"        21,7","        15,5","         7,6","         5,9","        21,5","        19,8"
310781505,310780671,           3,"         8,3",           5,"         5,2",           4,"         4,1"
310782347,310780671,"         1,1","         6,8",          13,"         5,2",           4,"         4,1"
320780117,310780671,"         0,6","         6,8",          13,"         5,2",           4,"         4,1"
650002579,310780671,"         2,5","         6,8",          13,"         5,2",           4,"         4,1"
650780174,310780671,"         1,9",           3,"         5,5","         1,4",           4,"         4,1"
650780679,310780671,"         1,8","         1,8",           7,"         1,4",           4,"         4,1"
650783160,310780671,"         1,9","         3,7","         4,5","         0,9",           4,"         4,1"
090781774,310781000,"         3,2","         2,7","         6,1","         0,9",           4,"         4,1"
110780061,310781000,"         2,4","         1,1","         6,1","         0,9",           4,"         4,1"
110780483,310781000,"         0,2","         1,1","         6,1","         0,9",           4,"         4,1"
310026083,310781000,"         2,4","         3,3","        21,1","        12,2",           4,"         4,1"
310780101,310781000,"         3,7","         3,5","         3,4","         7,3","         2,5","         1,7"
310780150,310781000,           5,"        10,3","         3,4","         7,3","         2,5","         1,7"
310780259,310781000,"         8,3","         3,3","         5,2","         6,5","        17,7","         1,7"
310780283,310781000,"         4,9","         6,4","         3,5","         7,3","         3,3","         5,6"
310780309,310781000,           3,"         5,3","         3,5","         7,3","         3,3","         5,6"
310780382,310781000,"         2,9","         4,4","        20,2",           6,"         1,9","         5,6"
310781000,310781000,"         9,4","         7,4","         0,5","        10,2","        13,5","        26,9"
310781067,310781000,"        10,5","         1,8","         0,5","        10,2","        13,5","        26,9"
310781406,310781000,"        38,8",          19,"        34,6","        12,5","        24,6","        18,5"
310781505,310781000,"         4,5","         0,3","         4,4","         2,3","        24,6","        18,5"
310782347,310781000,"         7,7","        17,8","         4,4","         2,3","        24,6","        18,5"
320780067,310781000,"         4,1","         3,3","         4,4","         2,3","        24,6","        18,5"
320780117,310781000,           5,"         3,1","         6,7","         4,6","        24,6","        18,5"
810000224,310781000,"         1,4","         3,1","         6,7","         4,6","        24,6","        18,5"
810000331,310781000,"         1,2","         3,1","         6,7","         4,6","        24,6","        18,5"
820000016,310781000,"         1,8","         0,2","         6,7","         4,6","        24,6","        18,5"
820000040,310781000,"         0,4","         0,2","         6,7","         4,6","        24,6","        18,5"
820000057,310781000,"         2,2","         3,5","         0,6","         2,3","         0,4","        18,5"
090781774,310781067,"         0,2","         3,5","         0,6","         2,3","         0,4","        18,5"
090781816,310781067,"         1,6","         3,5","         0,6","         2,3","         0,4","        18,5"
110780061,310781067,"         0,2","         0,9","         0,6","         2,3","         0,4","        18,5"
310026083,310781067,"         3,4","         5,2","        22,1","        16,3","         3,6","        18,5"
310780101,310781067,"         6,6","         6,8","         5,1","        11,8","         8,4","         9,9"
310780150,310781067,"         0,6","         6,4","        10,8","        11,8","         8,4","         9,9"
310780259,310781067,"        10,1","         4,4","         6,4","         9,7","        31,4","         9,9"
310780283,310781067,"         5,8",           9,"         2,7","         9,6","         5,3","        10,3"
310780309,310781067,"         4,5","         3,3","         0,5","         7,8","         2,7","        10,3"
310780382,310781067,"         4,2","         7,7","        19,1","         7,9","         4,7","        10,3"
310780671,310781067,"         1,6","         7,7","        19,1","         7,9","         4,7","        10,3"
310781000,310781067,           5,"         7,7","         6,6","         3,2","         1,2","        10,3"
310781067,310781067,"         2,7","         2,4","        17,6","         2,7","         1,8",           3
310781406,310781067,"        48,9","        26,1","        29,7","        14,5","        34,2","        19,3"
310781505,310781067,"         1,7","         5,7","         0,7","         2,1","         2,6","        19,3"
310782347,310781067,"         1,1","         0,8",           9,"        18,2","         2,6","        19,3"
320780117,310781067,"         0,2","         0,8",           9,"        18,2","         2,6","        19,3"
460780216,310781067,"         2,5","         0,8",           9,"        18,2","         2,6","        19,3"
750160012,310781067,"         0,1","         0,8",           9,"        18,2","         2,6","        19,3"
810000455,310781067,"         0,2","         0,8",           9,"        18,2","         2,6","        19,3"
820000016,310781067,"         0,4","         0,8",           9,"        18,2","         2,6","        19,3"
820000057,310781067,"         1,3","         0,8",           9,"        18,2","         2,6","        19,3"
090781774,310781406,"         3,6","         2,5","         2,9","         2,1","         2,6","        19,3"
110780061,310781406,"         2,4","         2,5","         2,9","         2,1","         2,6","        19,3"
120780044,310781406,"         2,4","         2,5","         2,9","         2,1","         2,6","        19,3"
310026083,310781406,"         3,3","        20,5","        10,2","         2,1","         2,6","        19,3"
310780101,310781406,"         4,1","         4,6","         4,4","         8,7","         4,8","         5,7"
310780150,310781406,"         5,1","         9,7","         4,4","         8,7","         4,8","         5,7"
310780259,310781406,"         6,5","         3,2","         4,4","         5,7","        18,9","         5,7"
310780283,310781406,"         5,2","         8,1","         3,5","        10,5","         3,7","         6,3"
310780309,310781406,"         2,6","         4,5","         3,5","        10,5","         3,7","         6,3"
310780382,310781406,"         4,4",          19,"         4,7","         2,2","         3,7","         6,3"
310780671,310781406,"         2,9",          19,"         4,7","         2,2","         3,7","         6,3"
310781000,310781406,           6,"         6,9","         7,4","         4,8","         5,1","         6,3"
310781067,310781406,"        15,5","         6,9","         7,4","         4,8","         5,1","         6,3"
310781406,310781406,"        34,2","        20,2","        29,2","        11,2","        25,8","        18,7"
310781505,310781406,"         3,5","         4,5","         3,3","         4,4","         3,4",           6
310782347,310781406,"         7,6","        15,6","         3,3","         4,4","         3,4",           6
320780117,310781406,"         2,9","         0,3","         3,3","         4,4","         3,4",           6
460780216,310781406,"         1,6","         0,3","         3,3","         4,4","         3,4",           6
810000224,310781406,"         2,1","         0,3","         3,3","         4,4","         3,4",           6
810000380,310781406,"         2,2","         4,9","         3,3","         4,4","         3,4",           6
810000455,310781406,"         0,5","         4,9","         3,3","         4,4","         3,4",           6
820000016,310781406,"         2,9","         0,3","         3,3","         4,4","         3,4",           6
820000040,310781406,"         0,5","         0,3","         3,3","         4,4","         3,4",           6
820000057,310781406,"         2,7","         2,9","         0,6",           2,"         2,5","         2,2"
820000065,310781406,"         2,6","         2,9","         0,6",           2,"         2,5","         2,2"
090781774,310781505,"         1,5",           2,           2,"         2,1","         2,5","         2,2"
090781816,310781505,"         0,3",           2,           2,"         2,1","         2,5","         2,2"
110780061,310781505,"         0,1",           2,           2,"         2,1","         2,5","         2,2"
310026083,310781505,"         1,3","         3,8","        11,5","         9,4","         2,2","         2,2"
310780101,310781505,"         1,7","         2,4","         2,3",           6,"         2,6","         1,8"
310780150,310781505,"         9,5","        20,1","         1,7",           6,"         2,6","         1,8"
310780259,310781505,"         6,2","         3,2","         3,7","         6,8","        15,6","         1,8"
310780283,310781505,"         1,8","         0,3","         2,2","         0,5","        15,6","         1,8"
310780309,310781505,"         3,8","         2,2","         2,7","         1,4","        15,6","         1,8"
310780382,310781505,"         2,2","         7,4","        22,5","         5,7","         4,3","         1,8"
310780671,310781505,"         1,7","         3,3","         3,7","         2,2","         3,5","         1,3"
310781000,310781505,"         3,5","         5,2","         5,3","         2,8","         1,7","         1,3"
310781067,310781505,"         8,5","         0,3","         5,3","         2,8","         1,7","         1,3"
310781406,310781505,"        44,4","        24,5","        23,2","        12,3","        33,9","        21,4"
310781505,310781505,"        25,9","        28,8","        23,6","        25,6","        24,7","        39,3"
310781695,310781505,"         2,1","         2,2","        23,6","        25,6","        24,7","        39,3"
310782347,310781505,"         1,2",           1,"         9,7","        15,3","        24,7","        39,3"
320780117,310781505,"         0,7",           1,"         9,7","        15,3","        24,7","        39,3"
400780193,310781505,"         0,2",           1,"         9,7","        15,3","        24,7","        39,3"
650780679,310781505,"         0,1",           1,"         9,7","        15,3","        24,7","        39,3"
310026083,310781695,           3,"         6,2","         3,3","        15,3","        24,7","        39,3"
310780101,310781695,"         6,1","         6,2","         7,2","        15,3","        24,7","        39,3"
310780150,310781695,"         7,3","         6,2","         7,2","        15,3","        24,7","        39,3"
310780259,310781695,           9,"         4,8","         9,4","        15,3","        24,7","        39,3"
310780283,310781695,"         3,2","         5,4",           3,"        15,3","        24,7","        39,3"
310780309,310781695,"         4,7","         4,1","         2,5","        15,3","        24,7","        39,3"
310780382,310781695,"         3,8",          10,"         4,4","        15,3","        24,7","        39,3"
310780671,310781695,"         2,8",          10,"         4,4","        15,3","        24,7","        39,3"
310781000,310781695,"         2,6",           8,"         2,4","        15,3","        24,7","        39,3"
310781067,310781695,"         2,4",           3,"         2,4","        15,3","        24,7","        39,3"
310781406,310781695,"        48,1","        29,8","        34,1","        15,3","        24,7","        39,3"
310781505,310781695,           8,"         8,9","         8,7","        15,3","        24,7","        39,3"
310781695,310781695,"         0,8","         0,1",,,"         0,9",
310782347,310781695,"         1,2","         8,7",,,"         0,9",
310026083,310782016,"         2,7","         5,6","        18,3","         3,6","         0,9",
310780101,310782016,"         7,5","         8,9","        12,3","         9,5","         0,9",
310780150,310782016,"         6,2","         9,6","        12,3","         9,5","         0,9",
310780259,310782016,"         8,3","         4,8","         7,6","         9,9","         0,9",
310780283,310782016,"         8,1","        10,7","         7,4","         4,4","         0,9",
310780309,310782016,           4,"         3,8","        10,5","         2,6","         0,9",
310780382,310782016,"         3,2","         8,2","         8,4","         4,4","         0,9",
310780671,310782016,"         4,3","         2,3","         4,3","         4,4","         0,9",
310781000,310782016,"         3,7","         6,7","         2,4","         4,4","         0,9",
310781067,310782016,"         2,2","         2,6",           4,"         4,4","         0,9",
310781406,310782016,"        43,6","        27,1","        15,9","        32,5","         0,9",
310782016,310782016,"         0,6","         0,6",,,"         0,8",
310782347,310782016,"         1,2","         0,9","         8,8",,"         0,8",
810000380,310782016,"         2,5","         0,9","         8,8",,"         0,8",
810101444,310782016,           2,"         0,9","         8,8",,"         0,8",
090781774,310782347,"         2,8","         2,9","         2,6",,"         0,8",
110780061,310782347,"         3,4","         3,5","         4,9",,"         0,8",
110780483,310782347,"         4,8","         3,5","         4,9",,"         0,8",
120780044,310782347,"         2,5",           2,"         4,9",,"         0,8",
310026083,310782347,           3,"         8,8","         4,9",,"         0,8",
310780101,310782347,"         3,6",           4,"         7,7","         4,6","         4,8",
310780150,310782347,"         4,6","         8,5","         7,7","         4,6","         4,8",
310780259,310782347,           6,           3,"         3,7","         5,6","        15,9",
310780283,310782347,"         4,3","         6,3","         9,2","         3,6","         4,1",
310780309,310782347,           4,"         6,3","         9,2","         3,6","         4,1",
310780382,310782347,           4,"         3,8","         9,2","         3,6","         4,1",
310780671,310782347,"         2,1","         3,8","         9,2","         3,6","         4,1",
310781000,310782347,           5,"         5,2","         5,7","         3,9","         4,6",
310781406,310782347,          31,"        18,3","         9,7","        24,8",          16,
310781505,310782347,"         2,9","         3,9","         3,3","         3,4","         4,8",
310782347,310782347,"         1,1","         0,8",,           1,"         7,7","        16,2"
320780117,310782347,"         2,7","         0,8",,           1,"         7,7","        16,2"
460780216,310782347,"         2,1",           2,,           1,"         7,7","        16,2"
810000224,310782347,"         2,6",           2,,           1,"         7,7","        16,2"
810000380,310782347,"         2,6","         2,4",,           1,"         7,7","        16,2"
820000057,310782347,"         2,8","         2,7",,           1,"         7,7","        16,2"
190000042,310786389,           2,"         2,7",,           1,"         7,7","        16,2"
310026083,310786389,"         3,3","         7,3","         3,8",           1,"         7,7","        16,2"
310780101,310786389,"         4,7","         8,7","         1,6",           1,"         7,7","        16,2"
310780150,310786389,"         6,1","         1,7","         1,6",           1,"         7,7","        16,2"
310780259,310786389,"        10,1","         5,5","         9,5",           1,"         7,7","        16,2"
310780283,310786389,"         3,3","         7,7","         9,5",           1,"         7,7","        16,2"
310780309,310786389,           4,"         5,4","         9,5",           1,"         7,7","        16,2"
310780382,310786389,"         4,2","        10,4","         6,2",           1,"         7,7","        16,2"
310780671,310786389,"         9,9","        10,4","         6,2",           1,"         7,7","        16,2"
310781000,310786389,"        11,1","         5,5","        15,9",           1,"         7,7","        16,2"
310781067,310786389,"         2,5","         4,2","        15,9",           1,"         7,7","        16,2"
310781406,310786389,"        47,2","        31,8","        29,4",           1,"         7,7","        16,2"
310781505,310786389,"         1,9","         0,6","         3,6",           1,"         7,7","        16,2"
310782347,310786389,"         1,2","         8,6","         3,6",           1,"         7,7","        16,2"
310786389,310786389,"         0,1",           0,,,"         0,1",
310794417,310794417,,,,,,
310026083,320780067,"         0,9","         1,9",,,,
310780101,320780067,"         0,8","         1,9","         1,4","         2,4",,
310780150,320780067,"         4,2","         5,4","         1,4","         2,4",,
310780259,320780067,"         4,5","         3,2",           2,"         5,6",,
310780283,320780067,"         4,9","         3,6",           2,"         5,6",,
310780309,320780067,"         0,5","         3,6",           2,"         5,6",,
310780382,320780067,"         1,1","         1,2",           2,"         5,6",,
310781000,320780067,"         3,3","         7,1","         5,8","         3,9",,
310781067,320780067,"         0,5","         7,1","         5,8","         3,9",,
310781406,320780067,"        14,3","        12,3","         3,8",           5,"        15,2",
310782347,320780067,"         1,3","         8,8","         3,8",           5,"        15,2",
320780067,320780067,"        16,2","        21,8","         4,5","        46,6","        17,7",
320780117,320780067,          52,"        29,9","        79,4","        12,8","        37,5",
320780133,320780067,"         0,8","         0,8","        79,4","        12,8","        37,5",
330781196,320780067,"         0,2","         0,8","        79,4","        12,8","        37,5",
400011177,320780067,"         0,5","         0,8","        79,4","        12,8","        37,5",
470000027,320780067,"         0,6","         1,2","         3,2","         2,9","         1,4",
470000316,320780067,"         2,6","         0,7","         3,2","         2,9","         1,4",
650002579,320780067,"         2,1","         1,9","         3,2","         2,9","         1,4",
650780174,320780067,"         1,1","         1,9","         3,2","         2,9","         1,4",
650780679,320780067,"         0,4","         0,6","         0,6","         2,9","         1,4",
650783160,320780067,"         0,5","         1,4","         0,3","         0,4","         1,4",
310026083,320780117,"         0,8",           1,"         1,6","         0,4","         1,4",
310780101,320780117,"         0,8","         1,8","         2,2","         1,8","         1,4",
310780150,320780117,"         3,9","         4,8","         2,2","         1,8","         1,4",
310780259,320780117,"         4,3",           3,"         1,5",           5,"         7,6",
310780283,320780117,"         4,8","         3,6","         1,5",           5,"         7,6",
310780382,320780117,           1,"         1,5","         1,5",           5,"         7,6",
310781000,320780117,           3,"         7,1",,"         3,9","         3,3","         2,1"
310781067,320780117,"         0,5","         7,1",,"         3,9","         3,3","         2,1"
310781406,320780117,"        13,6","        12,4","         4,6","         4,5",          15,"         7,3"
310781505,320780117,"         0,1","        12,4","         4,6","         4,5",          15,"         7,3"
310782347,320780117,"         1,3","         8,2","        19,6","         4,5",          15,"         7,3"
320780067,320780117,"        14,3","        21,2","         4,2",          45,"        16,9","         7,3"
320780117,320780117,"        47,9","        30,1","        78,3","        13,3","        37,7","        37,6"
320780133,320780117,"         3,4",           1,"        78,3","        13,3","        37,7","        37,6"
330000662,320780117,"         0,7",           1,"        78,3","        13,3","        37,7","        37,6"
400011177,320780117,"         0,7","         2,2","        78,3","        13,3","        37,7","        37,6"
400782769,320780117,"         0,9","         1,5","        78,3","        13,3","        37,7","        37,6"
470000027,320780117,"         2,1","         3,2","         3,1","         6,8","         0,8","        37,6"
470000159,320780117,"         6,4","         3,2","         3,1","         6,8","         0,8","        37,6"
470000316,320780117,"         2,4","         3,2","         3,1","         6,8","         0,8","        37,6"
