finess,zone,A1,A2,A3,A4,A5,A6
690023411,010780054,           1,"         1,7","         0,8",,"         1,5","        42,9"
690780226,010780054,"         1,3","         1,7","         0,8",,"         1,5","        42,9"
690780259,010780054,"         0,6","         1,7","         0,8",,"         1,5","        42,9"
690780358,010780054,"         0,3","         1,7","         0,8",,"         1,5","        42,9"
690780390,010780054,"         0,7","         1,3","         0,6","         1,7","         1,5","        42,9"
690780648,010780054,           1,"         1,3","         0,6","         1,7","         1,5","        42,9"
690781810,010780054,"        13,4","         9,1","         3,1","         3,5",,"         6,2"
690782222,010780054,"         0,7","         0,8","         3,1","         3,5",,"         6,2"
690782834,010780054,"         0,5","         1,4","         0,4","         1,5",,"         6,2"
690793468,010780054,"         0,5",,"         0,4","         1,5",,"         6,2"
690807367,010780054,"         1,1","         1,9","         0,4","         1,5",,"         6,2"
710006859,010780054,"         1,8","         3,5",,"         1,5",,"         6,2"
710780263,010780054,"         1,2","         0,9",           2,,"         0,3","         6,2"
710780917,010780054,"         2,7","         0,9",           2,,"         0,3","         6,2"
710780958,010780054,"         0,8","         0,9",           2,,"         0,3","         6,2"
010007987,010780062,"         1,1",,           2,,"         0,3","         6,2"
010008407,010780062,"         1,2","         1,1","         1,4",,"         0,3","         6,2"
010780054,010780062,"         2,2","         1,2","         2,6","         0,8",,"         6,5"
010780062,010780062,"        47,3","        38,4","        57,3",          21,,"        32,5"
010780195,010780062,"         1,7","        38,4","        57,3",          21,,"        32,5"
010780203,010780062,"         2,1","         3,6","         4,4","         6,5",,"        32,5"
380780049,010780062,"         3,2","         3,6","         4,4","         6,5",,"        32,5"
380780080,010780062,"         2,5","         2,4","         0,8",           1,,"         2,1"
380780197,010780062,"         4,1","         3,1","         0,8",           1,,"         2,1"
380784751,010780062,"         1,6","         3,1","         0,8",           1,,"         2,1"
690000880,010780062,"         1,2",,"        12,5",           1,,"         2,1"
690023239,010780062,"         1,7",,"        12,5",           1,,"         2,1"
690023411,010780062,"         0,8","         1,3",,"         3,5",,"         2,1"
690780390,010780062,,"         1,3",,"         3,5",,"         2,1"
690781810,010780062,"         9,7","         7,9","         1,9","         3,5",,"         5,5"
730000015,010780062,"        15,8","        11,4","        17,1","         8,8",,"        18,5"
730004298,010780062,"         3,4",          12,"        23,9",,"         9,4","        18,5"
730780459,010780062,"         5,8","        13,6","        23,9",,"         9,4","        18,5"
740014345,010780062,"         0,1","        13,6","        23,9",,"         9,4","        18,5"
740780416,010780062,"         1,4",,"        23,9",,"         9,4","        18,5"
740780424,010780062,"         0,8","         2,2","        23,9",,"         9,4","        18,5"
740781133,010780062,"         2,5","         1,3","         2,6","         0,9",,"         3,9"
010780096,010780096,"         2,3","         0,1",,,,
690000880,010780096,           2,,,,,
690023239,010780096,"         4,5",,,,,
690023411,010780096,           1,"         3,1",,,,
690780358,010780096,"         2,4",           6,,,,
690780366,010780096,"         1,2",           6,,,,
690780390,010780096,"         5,4","         5,8",,,,
690780648,010780096,"         2,5",           6,,,,
690781810,010780096,"        21,8","        14,7",,,,
690782222,010780096,"        41,2","        20,6",,,,
690782834,010780096,           1,"         2,9",,,,
690782925,010780096,"         0,6","         2,9",,,,
690793468,010780096,"         2,9","         4,5",,,,
690805361,010780096,,"         4,5",,,,
690807367,010780096,"        10,9","        21,7",,,,
010008407,010780195,"        13,4","         8,1","         0,7",           9,,
010780054,010780195,"        40,4","        25,4","        93,5","        15,8",,"        42,1"
010780195,010780195,"        15,5","        29,6","         0,2","        48,7",,"        34,9"
010780203,010780195,"         3,4","         3,5","         1,5","         3,7",,"        34,9"
210780581,010780195,,"         3,5","         1,5","         3,7",,"        34,9"
210987731,010780195,,"         3,5","         1,5","         3,7",,"        34,9"
250000015,010780195,"         0,7",,"         1,2","         3,7",,"        34,9"
390780146,010780195,"         4,1","         2,7","         0,2",,"         2,9","        34,9"
690000880,010780195,"         1,1",,"         5,9",,"         2,9","        34,9"
690011838,010780195,,,"         5,9",,"         2,9","        34,9"
690022959,010780195,"         0,1",,"         5,9",,"         2,9","        34,9"
690023239,010780195,           4,"         1,6","         5,9",,"         2,9","        34,9"
690023411,010780195,"         0,9","         1,7","         0,8",,"         2,2","        34,9"
690780259,010780195,"         0,5","         1,7","         0,8",,"         2,2","        34,9"
690780358,010780195,"         0,1",           1,"         0,8",,"         2,2","        34,9"
690780390,010780195,"         0,1",           1,"         0,8",,"         2,2","        34,9"
690780648,010780195,"         1,1",           1,"         0,8",,"         2,2","        34,9"
690781810,010780195,"        12,3","         9,3","         1,7","         3,6",,"         6,8"
690782222,010780195,"         0,3","         0,1","         1,7","         3,6",,"         6,8"
690782834,010780195,"         0,5","         1,4","         1,3","         3,6",,"         6,8"
690793468,010780195,"         0,6",,"         1,3","         3,6",,"         6,8"
690807367,010780195,,"         0,9","         1,3","         3,6",,"         6,8"
710006859,010780195,"         1,5","         3,1",,"         3,6",,"         6,8"
710780263,010780195,"         1,1","         0,6",,"         0,3",,"         6,8"
940100068,010780195,,"         0,6",,"         0,3",,"         6,8"
010008407,010780203,"         0,1","         0,6",,"         0,3",,"         6,8"
010780054,010780203,"        22,8","        10,5","        22,7","         4,8",,"        24,5"
010780062,010780203,"         1,5","         1,2",,"         4,8",,"        24,5"
010780195,010780203,"         5,2",          11,"        12,8",,"         3,5","        24,5"
010780203,010780203,"        32,9","        31,5","        54,1",          42,,           1
380780049,010780203,"         1,1","         1,4","         2,6",          42,,           1
380780197,010780203,"         1,7","         2,4","         2,4",          42,,           1
420013492,010780203,,"         2,4","         2,4",          42,,           1
690000880,010780203,"         1,8",,"        19,9",          42,,           1
690022959,010780203,"         3,3",,"        19,9",          42,,           1
690023239,010780203,"         5,5","         3,9","        19,9",          42,,           1
690023411,010780203,           2,"         3,4","         3,4",,"        17,9",           1
690780093,010780203,"         0,9","         0,2","         3,4",,"        17,9",           1
690780226,010780203,"         4,7","         0,2","         3,4",,"        17,9",           1
690780259,010780203,"         1,1","         0,2","         3,4",,"        17,9",           1
690780358,010780203,           1,"         2,4","         3,4",,"        17,9",           1
690780366,010780203,"         0,4","         2,4","         3,4",,"        17,9",           1
690780390,010780203,           1,"         1,5","         1,5",           2,,           1
690780648,010780203,"         1,2","         6,3","         1,5",           2,,           1
690781810,010780203,"        20,7","        13,3","         9,1","         5,9",,"        15,5"
690782222,010780203,"         0,1","        13,3","         9,1","         5,9",,"        15,5"
690782834,010780203,           2,"         4,2","         1,1","         4,9",,"        15,5"
690793468,010780203,"         0,9","         1,5",,"         2,3",,"        15,5"
690805361,010780203,           1,,,"         2,3",,"        15,5"
690807599,010780203,"         0,7",,,"         2,3",,"        15,5"
010780294,010780294,,,,,,
020000022,020000022,"        10,4","         0,8",,"         1,7",,
020000048,020000022,,"         0,8",,"         1,7",,
020000055,020000022,"         1,5",,,"         1,7",,
020000063,020000022,          49,          43,"        33,7",,,
020000253,020000022,"         2,8","         4,6","        33,7",,,
020004495,020000022,"         0,9","         4,6","        33,7",,,
020010047,020000022,          16,"        23,2","        28,1",,,
510000029,020000022,,"        23,2","        28,1",,,
510000185,020000022,"         0,3","         1,3","        28,1",,,
510000193,020000022,"         0,8","         1,3","        28,1",,,
510000516,020000022,,"         1,3","        28,1",,,
510012040,020000022,"         0,2","         1,3","        28,1",,,
590000188,020000022,"         0,6",,"        28,1",,,
590006896,020000022,"         2,1","        17,7","        28,1",,,
590052056,020000022,,"        17,7","        28,1",,,
590780193,020000022,"         1,4","         2,2","         0,8",,,
590781571,020000022,"         0,8","         2,2","         0,8",,,
590781621,020000022,"         1,9","         2,2","         0,8",,,
590781662,020000022,"         0,8","         2,2","         0,8",,,
590782215,020000022,"         0,7","         2,2","         0,8",,,
590782298,020000022,"         1,7","         2,2","         0,8",,,
590813176,020000022,"         2,3","         3,1","         1,1",,,
800000044,020000022,"         3,9","         7,9","         1,1",,,
800000077,020000022,"         0,8","         7,9","         1,1",,,
920120011,020000022,,"         7,9","         1,1",,,
020000048,020000048,"        10,9","         0,3",,,,
020000063,020000048,"        12,1","        17,7",,,,
020000253,020000048,"         2,6",          11,,,,
020000261,020000048,           2,           1,,,,
020000287,020000048,"        54,8",          32,,,,
020000360,020000048,"         0,8",           1,,,,
020010047,020000048,"         2,7","        10,9",,,,
510000029,020000048,"         2,4","         4,5",,,,
510000185,020000048,"         0,6","         2,9",,,,
510000193,020000048,"         2,2","         2,9",,,,
510000516,020000048,"         0,7","         1,4",,,,
510012040,020000048,,"         1,4",,,,
590000188,020000048,,"         1,4",,,,
600100721,020000048,           1,"         1,4",,,,
800000044,020000048,"         3,4","         5,3",,,,
020000022,020000055,"         3,2","         5,3",,,,
020000055,020000055,"         9,2","         0,7",,,,
020000063,020000055,"        13,5","        21,9",,,,
020004495,020000055,"         9,3",,,,,
020010047,020000055,"         4,1","        12,2",,,,
590000188,020000055,,"        12,2",,,,
590006896,020000055,           8,"        10,5",,,,
590008041,020000055,"         1,9",,,,,
590780193,020000055,"         3,4","         5,3",,,,
590781621,020000055,"         3,1","         5,3",,,,
590781662,020000055,          18,"         4,8",,,,
590781803,020000055,"         2,4",,,,,
590782215,020000055,"         3,2",           4,,,,
590782298,020000055,"         4,8",           4,,,,
590813176,020000055,"         4,3","         7,6",,,,
590813507,020000055,"         2,3",,,,,
800000044,020000055,"         3,4",,,,,
020000022,020000063,"         2,4",,,,,
020000048,020000063,"         1,9",,,,,
020000063,020000063,"        46,8","        34,7","        56,2","        30,2",,"        42,3"
020000253,020000063,"         0,8","         1,3","         0,4","         3,3",,"        42,3"
020000287,020000063,           6,"        11,3","         1,6","        15,9",,"         6,3"
020000360,020000063,"         2,5","        11,3","         1,6","        15,9",,"         6,3"
020010047,020000063,"        14,8","        19,5","        31,8","        22,6",,"        26,2"
510000029,020000063,"         0,9","         1,5",,"        22,6",,"        26,2"
510000185,020000063,"         0,2",,           3,"        22,6",,"        26,2"
510000516,020000063,,"         2,7",           3,"        22,6",,"        26,2"
590000188,020000063,,"         1,7",           3,"        22,6",,"        26,2"
590006896,020000063,"         1,9","         1,7",           3,"        22,6",,"        26,2"
590052056,020000063,"         0,3","         1,6",           3,"        22,6",,"        26,2"
590780193,020000063,"         1,5","         1,5","         0,1",,,"        26,2"
590781605,020000063,"         0,3","         1,5","         0,1",,,"        26,2"
590781621,020000063,"         0,4","         1,4","         0,1",,,"        26,2"
590781662,020000063,"         0,5","         1,4","         0,1",,,"        26,2"
590782256,020000063,"         0,4","         1,4","         0,1",,,"        26,2"
590782298,020000063,"         0,4","         1,4","         0,1",,,"        26,2"
590788964,020000063,           0,"         1,4","         0,1",,,"        26,2"
590813176,020000063,"         1,8","         1,4","         0,1",,,"        26,2"
620000026,020000063,,"         1,4","         0,1",,,"        26,2"
800000044,020000063,"         6,9","         9,5","         2,6","         3,6",,"         2,5"
800000077,020000063,"         2,3","         9,5","         2,6","         3,6",,"         2,5"
800000093,020000063,"         7,4","         4,3","         2,7",           4,,"         2,6"
800009466,020000063,"         1,4","         4,3","         2,7",           4,,"         2,6"
800009920,020000063,"         1,3","         1,9","         2,7",           4,,"         2,6"
800013179,020000063,"         2,3","         1,9","         2,7",           4,,"         2,6"
800018491,020000063,,"         1,9","         2,7",           4,,"         2,6"
940000664,020000063,"         0,9","         1,9","         2,7",           4,,"         2,6"
020000063,020000071,"         3,8",           5,,           4,,"         2,6"
020000071,020000071,"         2,7","         0,8",,,,
020000253,020000071,"        48,2","        44,2",,,,
020000261,020000071,"         1,1","        44,2",,,,
020000287,020000071,"         2,7",,,,,
020000360,020000071,"         1,3","         1,5",,,,
020004495,020000071,"         8,1",,,,,
020010047,020000071,"         2,1",,,,,
510000029,020000071,"         8,7","         8,5",,,,
510000185,020000071,"         4,2","         8,8",,,,
510000193,020000071,"         2,1","         5,7",,,,
510000516,020000071,,"         5,7",,,,
510012040,020000071,"         3,3",,,,,
590006896,020000071,           2,           4,,,,
590781662,020000071,"         2,6","         1,2",,,,
800000044,020000071,           2,,,,,
020000063,020000253,"         3,2","         4,1","         1,4","         6,8",,"        11,4"
020000071,020000253,"         2,7",,"         1,4","         6,8",,"        11,4"
020000253,020000253,"        54,3","        43,4","        74,2","        45,8",,          28
020000261,020000253,"         1,3","         1,9","         6,1","         0,8","         1,4",          28
020000287,020000253,"         3,2","         1,7","         1,4",,"         0,8",          28
020000360,020000253,"         1,5","         2,6","         7,8",,"         0,8",          28
020004404,020000253,"         0,1","         2,6","         7,8",,"         0,8",          28
020004495,020000253,"         4,2","         2,6","         7,8",,"         0,8",          28
020010047,020000253,"         1,6","         2,1","         1,3",,"         0,8",          28
510000029,020000253,"         9,4","         9,5","         3,5",           4,,"         8,1"
510000185,020000253,"         4,9","        10,4","         5,6","         9,9",,"        24,8"
510000193,020000253,"         2,4","         6,6","         3,4",           7,,"        24,8"
510000516,020000253,"         1,4","         1,6","         0,6",,"         9,4","        24,8"
510012040,020000253,"         1,1","         3,8",           7,,"        11,8","        24,8"
590006896,020000253,"         2,7","         3,1",           7,,"        11,8","        24,8"
590780227,020000253,,"         3,1",           7,,"        11,8","        24,8"
590782215,020000253,,"         3,1",           7,,"        11,8","        24,8"
590788964,020000253,"         1,1","         3,1",           7,,"        11,8","        24,8"
620103432,020000253,,"         3,1",           7,,"        11,8","        24,8"
800000044,020000253,"         1,9","         0,4",,           2,"        11,8","        24,8"
020000048,020000261,"         0,5","         0,4",,           2,"        11,8","        24,8"
020000063,020000261,"         0,6","         0,1",           1,           1,"        11,8","        24,8"
020000253,020000261,"         0,9","         3,4",           1,           1,"        11,8","        24,8"
020000261,020000261,"        57,7","        41,9","        83,1","        23,1",,"        45,7"
020000287,020000261,"         1,2",           2,"         0,2",,"         0,8","        45,7"
020000360,020000261,"        10,2","        17,2","        44,8",,"         0,8","        45,7"
020004404,020000261,"         5,3","         3,8","         0,1","         1,3","         0,8","        45,7"
510000029,020000261,"         8,2","        10,2","         2,2","         3,3",,          12
510000185,020000261,"         3,2","         7,6","         2,6","         8,6",,"        17,1"
510000193,020000261,"         0,8",           3,           1,"         3,9",,"        17,1"
510000516,020000261,"         1,3","         0,4",,"         5,7",,"        17,1"
510012040,020000261,"         0,5","         1,6","         3,9",,,"        17,1"
600100721,020000261,"         2,8","         0,6",           1,"         0,6",,"         0,3"
600100754,020000261,"         0,6","         1,7","         1,5","         2,4",,"         3,5"
750100109,020000261,,"         1,7","         1,5","         2,4",,"         3,5"
750100125,020000261,"         0,9","         1,7","         1,5","         2,4",,"         3,5"
750100208,020000261,"         0,2","         1,7","         1,5","         2,4",,"         3,5"
750160012,020000261,"         0,2","         1,7","         1,5","         2,4",,"         3,5"
770700185,020000261,"         0,1","         1,7","         1,5","         2,4",,"         3,5"
800000044,020000261,"         0,7",,"         1,5","         2,4",,"         3,5"
940000664,020000261,,"         1,8","         1,5","         2,4",,"         3,5"
020000048,020000287,"        10,6",,"         1,5","         2,4",,"         3,5"
020000063,020000287,          12,"        17,7","         5,1",          15,,"        25,2"
020000253,020000287,"         2,6","         2,5","         1,9","         1,7","         2,2","        25,2"
020000261,020000287,"         2,3","         1,4","         2,3","         0,9",,"         1,6"
020000287,020000287,"        54,8","        39,9","        53,8","        41,1",,"        14,6"
020000360,020000287,"         0,9","         2,3","         4,8",,,"        14,6"
020010047,020000287,"         2,7","        11,1",           5,"         7,6",,"        14,7"
510000029,020000287,"         2,4","         3,4","         0,3","         0,7",,"        14,7"
510000185,020000287,"         0,6","         1,6",,"         5,2",,"        14,7"
510000193,020000287,"         1,1","         0,7",,"         5,2",,"        14,7"
510000516,020000287,"         0,7","         1,3",,"         4,9",,"        14,7"
600100721,020000287,           1,"        25,2","        11,1",,"         7,5","        14,7"
600100754,020000287,"         1,8","         5,4",,"         5,4","         7,5","        14,7"
600101984,020000287,"         0,1","         5,4",,"         5,4","         7,5","        14,7"
750100042,020000287,           0,"         5,4",,"         5,4","         7,5","        14,7"
800000044,020000287,"         3,3","         6,6","         1,8","         3,2",,"         2,6"
800009920,020000287,"         0,3","         1,3","         1,8","         3,2",,"         2,6"
800013179,020000287,           3,"         1,3","         1,8","         3,2",,"         2,6"
920000684,020000287,"         1,2","         1,3","         1,8","         3,2",,"         2,6"
940100068,020000287,,"         1,3","         1,8","         3,2",,"         2,6"
020000048,020000360,"         1,2","         1,3","         1,8","         3,2",,"         2,6"
020000063,020000360,           1,"         3,3","         5,6",,,"         2,6"
020000253,020000360,"        21,8","         1,8","         5,4",,,"         2,6"
020000261,020000360,"        39,2","        25,9","        12,2",,,"         2,6"
020000287,020000360,"         2,7","         7,9","        16,5",,,"         2,6"
020000360,020000360,"         8,1","        11,9",,"        26,6",,
020004404,020000360,"         2,7","        11,3","         3,6",,,
020010047,020000360,"         1,8","         2,5","         3,6",,,
510000029,020000360,"         7,5","         9,3","         3,3",,,
510000185,020000360,"         3,5","         7,1","         7,6",,,
510000193,020000360,"         1,1","         2,8","         3,5",,,
510000516,020000360,"         1,3",,"         3,5",,,
510012040,020000360,"         1,5","         3,6",,,,
600100721,020000360,           2,"         3,6",,,,
600100754,020000360,"         1,6","         3,6",,,,
800000044,020000360,"         1,8",,,,,
020000063,020004404,"         9,9",,,,,
020000253,020004404,"         0,1",,,,,
020000261,020004404,"         4,9",           3,"         8,2","         5,6",,          28
020000287,020004404,"         7,8",           3,"         8,2","         5,6",,          28
020000360,020004404,"         0,6","         2,6","        12,6",,,          28
020004404,020004404,"        61,5","        42,8","        70,5","        30,1",,
020010047,020004404,"         5,8","        42,8","        70,5","        30,1",,
510000029,020004404,          11,"        12,5","         4,9","         8,7",,          11
510000185,020004404,"         4,1","        10,9","         4,4","        13,1",,"        15,3"
510000193,020004404,"         0,7","         3,6",           2,"         4,3",,"        15,3"
510000243,020004404,"         0,9","         2,1",,"         4,3",,"        15,3"
510000516,020004404,"         2,5","         2,4","         1,6",,"         8,4","        15,3"
510012040,020004404,"         1,2","         2,2","         4,8",,"         8,4","        15,3"
510024300,020004404,,"         2,2","         4,8",,"         8,4","        15,3"
600100721,020004404,           0,"         2,2","         4,8",,"         8,4","        15,3"
750100075,020004404,"         0,4","         2,2","         4,8",,"         8,4","        15,3"
750100125,020004404,"         1,1","         0,8",,"         1,1","         8,4","        15,3"
750160012,020004404,"         0,3","         0,8",,"         1,1","         8,4","        15,3"
750300360,020004404,           0,,,"         1,1","         8,4","        15,3"
770110013,020004404,"         1,3",,,"         1,1","         8,4","        15,3"
770170017,020004404,"         0,2",,,"         1,1","         8,4","        15,3"
770700185,020004404,"         1,7","         2,1","         3,4","         1,8",,"        15,3"
770813400,020004404,"         1,3","         1,1","         3,4","         1,8",,"        15,3"
920300753,020004404,"         0,3","         1,1","         3,4","         1,8",,"        15,3"
940000664,020004404,,"         1,1","         3,4","         1,8",,"        15,3"
940100068,020004404,,"         1,1","         3,4","         1,8",,"        15,3"
940300031,020004404,"         0,1","         1,1","         3,4","         1,8",,"        15,3"
020000063,020004495,"         5,8","         5,7",           2,           8,,"        15,3"
020000071,020004495,"         3,5","         5,7",           2,           8,,"        15,3"
020000253,020004495,          11,"         7,3","        15,2","         7,5",,"        15,3"
020000360,020004495,"         1,2","         7,3","        15,2","         7,5",,"        15,3"
020004495,020004495,"        36,2","         5,3","        10,5","         9,4",,
020010047,020004495,"         2,3","         5,3","        10,5","         9,4",,
080000615,020004495,"         2,8","         4,7","        10,5","         9,4",,
510000029,020004495,"         6,7","         7,9","         0,5","         2,4",,
510000185,020004495,"         1,7","         3,8","         0,5","         4,1",,
510000193,020004495,"         1,2","         3,8","         0,5","         4,1",,
510000516,020004495,,"         3,8","         0,5","         4,1",,
510012040,020004495,"         1,4","         3,8","         0,5","         4,1",,
590006896,020004495,"         6,9","        23,9",          44,,,
590780193,020004495,"         2,1","         3,4","         1,2",,,
590781662,020004495,"         9,8","        14,7",          60,"         7,4",,
590781803,020004495,"         0,6","         2,5",          60,"         7,4",,
590782215,020004495,"         1,7","         1,8","         0,2",,,
590782298,020004495,"         1,2",,"         1,1",,,
590813507,020004495,"         2,3","         0,5",,,,
800000044,020004495,"         1,2",,,,,
020000022,020010047,"         2,8",,,,,
020000048,020010047,           2,,,,,
020000063,020010047,"        53,5","        41,5","        53,8","        38,5",,"        49,4"
020000253,020010047,"         0,8","         1,4",           1,"         1,2",,"        49,4"
020000261,020010047,"         0,1","         1,4",           1,"         1,2",,"        49,4"
020000287,020010047,"         6,1","         7,7","         6,1","        12,4",,"         1,6"
020000360,020010047,"         1,3","         7,7","         6,1","        12,4",,"         1,6"
020010047,020010047,"        17,4","        23,3","        31,6","        30,8",,"        36,1"
510000029,020010047,           1,"         1,3",,"        30,8",,"        36,1"
510000185,020010047,"         0,5","         0,6",,"        30,8",,"        36,1"
510000516,020010047,,"         1,3",,"        30,8",,"        36,1"
590000188,020010047,,"         2,2",,"        30,8",,"        36,1"
590006896,020010047,"         1,8","         2,2",,"        30,8",,"        36,1"
590052056,020010047,"         0,3","         0,8",,"        30,8",,"        36,1"
590780193,020010047,"         1,5","         1,6","         0,1",,,"        36,1"
590781605,020010047,"         0,3","         1,6","         0,1",,,"        36,1"
590781621,020010047,"         0,3","         1,7","         0,1",,,"        36,1"
590781662,020010047,"         0,6","         1,7","         0,1",,,"        36,1"
590782215,020010047,"         0,4","         1,7","         0,1",,,"        36,1"
590782256,020010047,"         0,2","         1,7","         0,1",,,"        36,1"
590782298,020010047,"         0,5","         1,7","         0,1",,,"        36,1"
590788964,020010047,,"         1,7","         0,1",,,"        36,1"
590813176,020010047,"         1,4","         1,7","         0,1",,,"        36,1"
620000026,020010047,,"         1,7","         0,1",,,"        36,1"
620101501,020010047,"         0,3","         1,7","         0,1",,,"        36,1"
750100125,020010047,"         0,1","         1,7","         0,1",,,"        36,1"
800000044,020010047,           5,"         8,8","         2,2","         2,8",,"         2,1"
800000077,020010047,"         2,4",,"         2,2","         2,8",,"         2,1"
800000093,020010047,"         0,6","         0,2","         2,2","         2,8",,"         2,1"
800009920,020010047,"         0,9","         1,5","         2,2","         2,8",,"         2,1"
800013179,020010047,"         1,7","         1,5","         2,2","         2,8",,"         2,1"
800018491,020010047,,"         1,5","         2,2","         2,8",,"         2,1"
940000664,020010047,,"         0,8","         2,2","         2,8",,"         2,1"
030780092,030780092,"        59,9","        37,8","        85,4","        23,3",,"        39,1"
030780100,030780092,"         1,2","         1,9",,"        23,3",,"        39,1"
030780118,030780092,"         6,2","         3,1","         5,3","         1,8",,"         3,7"
030780548,030780092,"         3,1","         0,2","         3,7","         1,8",,"         3,7"
030781116,030780092,"         1,2","         2,9","         0,2","         2,2",,"         3,7"
030785430,030780092,"        12,1",          25,"        51,6",,"        25,9","         3,7"
190000042,030780092,,          25,"        51,6",,"        25,9","         3,7"
190000075,030780092,"         0,1",          25,"        51,6",,"        25,9","         3,7"
210987731,030780092,           0,          25,"        51,6",,"        25,9","         3,7"
580780039,030780092,"         0,5",          25,"        51,6",,"        25,9","         3,7"
580780096,030780092,"         1,2","         0,5","         0,3",,"        25,9","         3,7"
580780138,030780092,"         2,7","         0,5","         0,3",,"        25,9","         3,7"
630000479,030780092,"         1,1",           2,"         1,1",,"        14,6","         3,7"
630780211,030780092,"         0,5","         1,7","         0,4",,"         1,3","         3,7"
630780989,030780092,"         7,5","        11,1","         2,5","         2,7",,"         7,5"
630781839,030780092,"         1,6","         0,2","         5,1","         2,7",,"         7,5"
690000880,030780092,"         0,1","         0,2","         5,1","         2,7",,"         7,5"
690781810,030780092,"         0,7","         0,7",,,,"         7,5"
710780644,030780092,"         1,3","         0,9","         1,7","         0,6",,"         0,6"
710781568,030780092,"         1,6",,"         1,7","         0,6",,"         0,6"
710781824,030780092,"         1,8",,"         1,7","         0,6",,"         0,6"
940000664,030780092,"         0,3",,"         1,7","         0,6",,"         0,6"
030780092,030780100,"         0,5","         0,3","         0,7",,,"         0,6"
030780100,030780100,          50,"        29,9","        89,7","        13,5",,"        23,1"
030780118,030780100,"         0,4","         0,4",,"        13,5",,"        23,1"
030780548,030780100,"         0,4","         0,2",,"        13,5",,"        23,1"
030781116,030780100,"        31,2","        44,6","         4,7","        71,8",,          62
