finess,zone,A1,A2,A3,A4,A5,A6
240000117,330000662,           2,,"         2,1",,"         1,6","        20,3"
240000190,330000662,,"         6,3","         2,1",,"         1,6","        20,3"
330000340,330000662,"         1,6","         1,7",,"         3,2","         1,6","        20,3"
330000662,330000662,"         1,4","         1,1",,"         0,6",,"        15,7"
330780040,330000662,"         4,2","         9,9",,"         0,6",,"        15,7"
330780081,330000662,"         2,8",,,"         0,6",,"        15,7"
330780115,330000662,           3,"         2,3",,"        11,3",,"        15,7"
330780206,330000662,"         3,2","         1,4",,"        11,3",,"        15,7"
330780263,330000662,"         2,6","         2,8","         5,3",,"         3,6","        15,7"
330780479,330000662,"         3,3","         2,2",,"        13,7","         3,6","        15,7"
330780487,330000662,"         4,4","         2,2",,"        13,7","         3,6","        15,7"
330780503,330000662,           4,"         6,3",,"        13,7","         3,6","        15,7"
330780529,330000662,"         1,4","         2,7","         3,7","        13,7","         3,6","        15,7"
330781196,330000662,"        31,4","        15,2","         9,9",,"        16,9","        15,7"
330781204,330000662,"         1,5","        15,2","         9,9",,"        16,9","        15,7"
330781253,330000662,           6,"         3,4",,"         4,9","        16,9","        15,7"
330781402,330000662,"         3,3","         3,4",,"         4,9","        16,9","        15,7"
330782582,330000662,"         2,6","         4,7",,"         4,9","        16,9","        15,7"
400780193,330000662,"         2,7",           2,,"         4,9","        16,9","        15,7"
470000159,330000662,"         1,7",           2,,"         4,9","        16,9","        15,7"
330017989,330017989,,,,,,
240000059,330027509,"         0,1",,,,,
330000340,330027509,"         1,6","         3,3","         7,9","         1,6",,"         2,1"
330000662,330027509,"         1,8",,"        21,3","         1,6",,"         2,1"
330027509,330027509,"        31,6","        23,7","        63,2","         9,6",,"         2,5"
330780040,330027509,"         4,5","         5,7",,"         9,6",,"         2,5"
330780081,330027509,"         1,6","         3,5",,"         9,6",,"         2,5"
330780115,330027509,"         2,1","         0,3",,"         4,9",,"         2,5"
330780263,330027509,"         1,2",,,"         4,9",,"         2,5"
330780271,330027509,"         2,6",,,"         4,9",,"         2,5"
330780479,330027509,"         1,5","         1,7","         2,7",,"         7,5","         2,5"
330780487,330027509,"         7,2","         1,7","         2,7",,"         7,5","         2,5"
330780503,330027509,"         1,5","         6,2","         1,2","         7,1","         7,5","         2,5"
330780511,330027509,"        15,3","        18,9","        38,8",,"        26,7","         2,5"
330780529,330027509,"         1,9","         1,5","        38,8",,"        26,7","         2,5"
330780537,330027509,"         0,1","         1,5","        38,8",,"        26,7","         2,5"
330781196,330027509,"        29,9","        16,9","        11,5","         6,3",,"        22,5"
330781212,330027509,           3,,"        11,5","         6,3",,"        22,5"
330781253,330027509,"         1,1","         2,3",           2,"         6,3",,"        22,5"
330781303,330027509,"         1,5","         2,3",           2,"         6,3",,"        22,5"
330781402,330027509,"         2,3","         2,3",           2,"         6,3",,"        22,5"
330782582,330027509,           1,"         2,3",,"         6,3",,"        22,5"
470000159,330027509,"         5,4","         2,3",,"         6,3",,"        22,5"
470000316,330027509,           1,"         2,3",,"         6,3",,"        22,5"
470001660,330027509,"         2,2","         1,5","         6,2","         1,6",,"         1,1"
330000340,330780040,"         2,5","         3,1","         2,4",,,"         1,1"
330000662,330780040,,"         3,1","         2,4",,,"         1,1"
330027509,330780040,"         3,2","         3,1","         2,4",,,"         1,1"
330780040,330780040,"         1,1","         5,9",,"        15,8",,
330780081,330780040,"         3,7",,,"        15,8",,
330780115,330780040,"         4,5","         3,6",,"        15,8",,
330780263,330780040,"         3,8","         7,4",,"        15,8",,
330780271,330780040,           2,"         7,4",,"        15,8",,
330780354,330780040,"         3,8","         7,4",,"        15,8",,
330780479,330780040,"         6,4","         3,3",           5,,,
330780487,330780040,"         5,5","         3,3",           5,,,
330780495,330780040,"         1,8","         3,3",           5,,,
330780503,330780040,"         2,5","         5,2","         8,8",,,
330780529,330780040,"         2,5","         3,8","         5,5",,,
330780537,330780040,"         2,5",,"         5,5",,,
330781196,330780040,"        46,5","        19,5","        14,5",,,
330781253,330780040,"         4,1","        19,5","        14,5",,,
330781303,330780040,"         2,8",,"        14,5",,,
330781402,330780040,"         2,5","         4,9","        14,5",,,
330782582,330780040,"         4,7","         4,4","         7,8",,,
160014411,330780081,"         2,2","         4,4","         7,8",,,
330000340,330780081,"         2,1","         2,3","         2,7",,,
330000662,330780081,,"         2,3","         2,7",,,
330027509,330780081,"         2,3","         2,3","         2,7",,,
330780040,330780081,"         4,5","        15,9","         2,7",,,
330780081,330780081,           2,           3,,"         2,4",,
330780115,330780081,"         3,3","         3,7",,"         2,4",,
330780206,330780081,,"         3,7",,"         2,4",,
330780263,330780081,"         3,7","         2,7","         4,8",,,
330780271,330780081,           2,"         2,7","         4,8",,,
330780479,330780081,"         4,9","         2,5","         5,3",,,
330780503,330780081,"         4,1","         8,8","         5,3",,,
330780529,330780081,           2,"         2,7","         5,8",,,
330780537,330780081,           2,"         2,7","         5,8",,,
330781196,330780081,"        40,8","        15,5","        14,2",,,
330781253,330780081,"         2,8","         2,8",,,,
330781303,330780081,,"         2,8",,,,
330781402,330780081,"         5,2","         2,8",,,,
330782582,330780081,"         3,3","         3,2",           8,,,
470001660,330780081,"         2,3","         3,2",           8,,,
640018206,330780081,           2,"         3,2",           8,,,
330000332,330780115,"         2,2","         1,1",           8,,,
330000340,330780115,"         1,9","         3,4","         7,8","         1,8",,"         2,9"
330000662,330780115,,"        18,2","         7,8","         1,8",,"         2,9"
330027509,330780115,"         3,1","        18,2","         7,8","         1,8",,"         2,9"
330780040,330780115,"         7,3","        16,3",,"         1,8",,"         2,9"
330780081,330780115,"         2,4","         4,3",,"         1,8",,"         2,9"
330780115,330780115,"         2,3","         5,9","         0,4","         3,8",,"        21,2"
330780206,330780115,           0,"         5,9","         0,4","         3,8",,"        21,2"
330780263,330780115,"         4,8","         5,1",           3,"         7,8",,"         3,1"
330780271,330780115,"         1,9","         5,1",           3,"         7,8",,"         3,1"
330780354,330780115,"         4,3","         5,1",           3,"         7,8",,"         3,1"
330780479,330780115,"         7,3","         4,3",          27,"         5,1",,"        21,1"
330780487,330780115,"         4,8","         4,3",          27,"         5,1",,"        21,1"
330780495,330780115,"         1,6","         4,3",          27,"         5,1",,"        21,1"
330780503,330780115,"         5,8","         1,5","         8,1","         5,1",,"        21,1"
330780529,330780115,           2,"         4,6","         4,5",,"         1,9","        21,1"
330780537,330780115,"         3,1","         2,6","         1,2",,"         1,9","        21,1"
330781196,330780115,          49,"        22,7","        39,3","        14,5",,"        20,4"
330781204,330780115,"         1,5","        22,7","        39,3","        14,5",,"        20,4"
330781220,330780115,"         0,6","        22,7","        39,3","        14,5",,"        20,4"
330781253,330780115,"         3,5",,"         1,5","        14,5",,"        20,4"
330781303,330780115,"         0,9",,"         1,5","        14,5",,"        20,4"
330781402,330780115,"         2,9","         4,5","         1,5","        14,5",,"        20,4"
330782582,330780115,"         4,9","         5,8","         7,4","         8,5",,"         3,7"
310782347,330780206,,"         5,8","         7,4","         8,5",,"         3,7"
330000340,330780206,"         1,2","         1,7","         0,8",,"         1,2","         3,7"
330000662,330780206,"         2,7",,"        21,7",,"         1,2","         3,7"
330780040,330780206,"         3,3","         2,9",,,"         1,2","         3,7"
330780081,330780206,           1,"         2,1",,,"         1,2","         3,7"
330780115,330780206,"         1,4","         0,8",,"         9,8","         1,2","         3,7"
330780206,330780206,"        13,9","        31,1",,"        55,3",,"        13,5"
330780263,330780206,"         2,3","        31,1",,"        55,3",,"        13,5"
330780271,330780206,"         1,1","        31,1",,"        55,3",,"        13,5"
330780479,330780206,"         2,5","         1,7",,"        22,2",,"        13,5"
330780487,330780206,"         4,6","         1,7",,"        22,2",,"        13,5"
330780495,330780206,,"         1,7",,"        22,2",,"        13,5"
330780503,330780206,"         3,8","         5,4","         4,8",,,"        13,5"
330780529,330780206,           1,"         2,4","         3,7",,,"        13,5"
330780537,330780206,           1,"         1,3","         3,7",,,"        13,5"
330781196,330780206,          31,"        13,2","         6,4",,"        24,9","        13,5"
330781204,330780206,"        33,6","        19,5","         8,8",,,"        13,5"
330781253,330780206,,"        19,5","         8,8",,,"        13,5"
330781303,330780206,"         1,2",,           1,,,"        13,5"
330781402,330780206,"         0,6",,           1,,,"        13,5"
330782582,330780206,"         1,3","         2,2",,,,"        13,5"
400780193,330780206,"         2,6","         2,2",,,,"        13,5"
170780050,330780255,"         0,4","         2,2",,,,"        13,5"
170780266,330780255,"         0,8",,,,,"        13,5"
240000190,330780255,,,,,,"        13,5"
240000208,330780255,"         1,6","         3,9",,,,"        13,5"
330000662,330780255,"         1,1",,,,,"        13,5"
330780040,330780255,"         3,1","         4,1",,,,"        13,5"
330780081,330780255,"         0,5","         2,2",,,,"        13,5"
330780115,330780255,"         2,2",           1,,,,"        13,5"
330780255,330780255,"        12,5","        13,3",,"        36,3",,
330780263,330780255,"         1,4","         4,5","         5,6",,,
330780271,330780255,"         1,1","         4,5","         5,6",,,
330780479,330780255,           1,"         1,5",,,,
330780487,330780255,"         3,9","         1,5",,,,
330780503,330780255,"         0,3","         3,6","         4,6",,,
330781196,330780255,          17,"        13,3","         4,6",,,
330781253,330780255,"        56,8","        35,3",          20,,,
330781261,330780255,"         1,6","        35,3",          20,,,
330781402,330780255,"         0,6","         1,9","         1,5",,,
330782582,330780255,"         2,2","         3,4",,,,
160000451,330780263,"         0,2","         3,4",,,,
330000332,330780263,"         0,2","         3,4",,,,
330000340,330780263,           1,"         7,3",,"         1,7",,
330000662,330780263,"         1,6",,"        15,1","         1,7",,
330027509,330780263,"         0,7",,"        15,1","         1,7",,
330780040,330780263,"         5,9",          12,"        15,1","         1,7",,
330780081,330780263,"         1,7","         2,9",,"         1,7",,
330780115,330780263,"         3,8","         0,4","         3,1",,"        13,4",
330780206,330780263,,"         0,4","         3,1",,"        13,4",
330780255,330780263,"         5,8","        10,2","         3,1",,"        13,4",
330780263,330780263,"        20,7","        14,5","        17,7","        13,4",,"        23,5"
330780354,330780263,"         1,9","        14,5","        17,7","        13,4",,"        23,5"
330780479,330780263,"         4,5","         2,8",          22,"         3,9",,"        13,9"
330780487,330780263,"         7,2","         2,8",          22,"         3,9",,"        13,9"
330780503,330780263,"         4,3","         0,8","         6,4","         3,9",,"        13,9"
330780511,330780263,"         1,1","         0,8","         6,4","         3,9",,"        13,9"
330780529,330780263,"         0,4","         0,8","         6,4","         3,9",,"        13,9"
330781196,330780263,          45,"        19,2","        34,9","        12,8",,"        19,9"
330781204,330780263,"         0,2","        19,2","        34,9","        12,8",,"        19,9"
330781220,330780263,"         3,7",           4,"         3,2","         4,2",,"        19,9"
330781253,330780263,"         8,6","        16,6",           6,"         5,6",,"         8,5"
330781303,330780263,"         1,1",,           6,"         5,6",,"         8,5"
330781402,330780263,"         0,9","         2,4","         4,3",,,"         8,5"
330782582,330780263,"         1,3","         3,6","         3,7","         4,8",,           1
240000059,330780271,,"         3,6","         3,7","         4,8",,           1
240000117,330780271,"         2,2","         3,6","         3,7","         4,8",,           1
240000190,330780271,"         2,5","         3,6","         3,7","         4,8",,           1
240000208,330780271,,"         3,6","         3,7","         4,8",,           1
330000332,330780271,,"         3,6","         3,7","         4,8",,           1
330000340,330780271,           2,"         1,2",,"         4,8",,           1
330000662,330780271,,"         1,2",,"         4,8",,           1
330780040,330780271,"         3,6","         7,4",,"         4,8",,           1
330780081,330780271,"         2,4",,,"         4,8",,           1
330780115,330780271,"         1,8","         2,5","         1,7",,,           1
330780255,330780271,"         3,5","         2,5","         1,7",,,           1
330780263,330780271,"         2,5","         2,2","         3,8",,,           1
330780271,330780271,           0,"         1,9",,"         1,2",,
330780354,330780271,"         2,5","         1,9",,"         1,2",,
330780479,330780271,"         5,3","         1,9",,"         1,2",,
330780487,330780271,"         3,2","         1,9",,"         1,2",,
330780503,330780271,"         1,9","         3,4","         4,8","         1,2",,
330780529,330780271,"         1,8","         2,8","         4,8","         1,2",,
330781196,330780271,"        38,4","        12,6","         7,5",,,
330781253,330780271,"         2,2","        12,6","         7,5",,,
330781303,330780271,           2,,"         7,5",,,
330782582,330780271,"         2,5","         2,5","         3,9",,,
790000012,330780271,"         2,5","         2,5","         3,9",,,
860013077,330780271,"         2,3","         2,5","         3,9",,,
170780050,330780354,"         3,3","         2,5","         3,9",,,
280000183,330780354,,"         2,5","         3,9",,,
330000332,330780354,"         2,6",,"         3,9",,,
330000340,330780354,"         7,2","         3,1",,,,
330000662,330780354,,"         3,1",,,,
330780040,330780354,"         6,8","        14,2",,,,
330780081,330780354,"         2,6","         4,4",,,,
330780115,330780354,"         2,5",           6,"         2,6",,,
330780263,330780354,"         3,5","         4,6","        39,5","         6,5",,
330780354,330780354,"         5,1","         0,7",,           0,,
330780479,330780354,"         8,5","         4,4","        10,3",           5,,
330780495,330780354,"         2,6",,"        10,3",           5,,
330780503,330780354,"         4,3","         0,7","         7,4",           5,,
330780529,330780354,"         1,2","         2,3","         5,5",,,
330781196,330780354,"        48,1","        21,9","        36,4","        11,4",,
330781204,330780354,"         0,2","        21,9","        36,4","        11,4",,
330781253,330780354,"         4,3","         0,2","        36,4","        11,4",,
330781402,330780354,"         1,6","         2,8","         4,8","        11,4",,
330782582,330780354,           6,           6,"         3,3","         9,9",,
470000027,330780354,"        10,6",           6,"         3,3","         9,9",,
330000340,330780370,"         4,5",,"         3,3","         9,9",,
330000662,330780370,,,"         3,3","         9,9",,
330780040,330780370,,,"         3,3","         9,9",,
330780081,330780370,"         2,2",,"         3,3","         9,9",,
330780115,330780370,,,"         3,3","         9,9",,
330780263,330780370,"         4,6",,"         3,3","         9,9",,
330780354,330780370,"         2,9",,"         3,3","         9,9",,
330780370,330780370,"         1,7",,,,,
330780479,330780370,"         3,2",,,,,
330780495,330780370,"         2,3",,,,,
330780503,330780370,           4,,,,,
330780529,330780370,"         4,4",,,,,
330781196,330780370,"        50,1",,,,,
330781303,330780370,"         5,2",,,,,
330782582,330780370,           4,,,,,
330780446,330780446,,,,,,
330780453,330780453,,,,,,
160000451,330780479,"         0,7",,,,,
330000332,330780479,"         2,2","         0,9",,,,
330000340,330780479,           6,"         2,8",,"         2,7",,
330000662,330780479,,"        17,6",,"         2,7",,
330780040,330780479,"         7,7","        16,5",,"         2,7",,
330780081,330780479,"         2,2","         4,5",,"         2,7",,
330780115,330780479,"         2,2","         6,5","         0,3",           4,,"        16,4"
330780206,330780479,,"         2,3","         0,3",           4,,"        16,4"
330780263,330780479,"         6,2","         6,2","        12,2","         8,6",,"         5,2"
330780271,330780479,           2,"         6,2","        12,2","         8,6",,"         5,2"
330780354,330780479,"         4,2","         6,2","        12,2","         8,6",,"         5,2"
330780479,330780479,"         7,8","         4,9","        27,1","         5,8",,"        21,4"
330780487,330780479,"         5,8","         4,9","        27,1","         5,8",,"        21,4"
330780495,330780479,"         1,6","         0,4","        27,1","         5,8",,"        21,4"
330780503,330780479,"         4,8",           1,"         7,9","         5,8",,"        21,4"
330780511,330780479,"         1,9",           1,"         7,9","         5,8",,"        21,4"
330780529,330780479,"         2,9","         4,3","         7,9","         5,8",,"        21,4"
330780537,330780479,"         3,2","         0,2",,"         5,8",,"        21,4"
330781196,330780479,"        46,2","        23,1","        35,8","        15,1",,"        20,5"
330781204,330780479,"         2,2","         0,2",,"        15,1",,"        20,5"
330781220,330780479,"         4,3","         1,6",,"        15,1",,"        20,5"
330781253,330780479,"         2,5","         2,6","         2,9",,"         2,2","        20,5"
330781402,330780479,           3,"         5,3","         2,9",,"         2,2","        20,5"
330782582,330780479,"         4,7","         6,6","         9,5","         8,8",,"         2,5"
170780175,330780487,,"         6,6","         9,5","         8,8",,"         2,5"
240000059,330780487,,"         6,6","         9,5","         8,8",,"         2,5"
240000117,330780487,"         5,6","         2,4","         9,5","         8,8",,"         2,5"
240000190,330780487,"         2,7","         2,4","         9,5","         8,8",,"         2,5"
240000208,330780487,"         5,2","         2,4","         9,5","         8,8",,"         2,5"
330000340,330780487,"         2,5","         2,3","         9,5","         8,8",,"         2,5"
330000662,330780487,,"         2,3","         9,5","         8,8",,"         2,5"
330027509,330780487,"         1,9","         2,3","         9,5","         8,8",,"         2,5"
330780040,330780487,"         4,8","        10,9","         9,5","         8,8",,"         2,5"
330780081,330780487,"         2,8","        10,9","         9,5","         8,8",,"         2,5"
330780115,330780487,"         3,3","         2,6",,"         8,8",,"         2,5"
330780206,330780487,,"         2,6",,"         8,8",,"         2,5"
330780255,330780487,"         4,5","         2,6",,"         8,8",,"         2,5"
330780263,330780487,           4,           4,"         7,8",,,"         2,5"
330780479,330780487,"         2,9","         2,5","         3,5",,,"         2,5"
330780487,330780487,           0,"         1,5",,"         6,3",,
330780503,330780487,"         3,8","         6,8",,"         6,3",,
330780529,330780487,"         1,7","         6,8",,"         6,3",,
330781196,330780487,"        33,9","        16,5",          11,,,
330781204,330780487,"         3,4","        16,5",          11,,,
330781220,330780487,,"        16,5",          11,,,
330781253,330780487,"         5,4","         4,8",,,,
330781303,330780487,           3,"         4,8",,,,
330781402,330780487,"         4,1","         4,8",,,,
330782582,330780487,"         3,1","         4,9",,,,
470000324,330780487,"         3,2","         4,9",,,,
060785011,330780495,,"         4,9",,,,
170780621,330780495,,"         4,9",,,,
220000103,330780495,,"         4,9",,,,
240000117,330780495,,"         4,9",,,,
310782347,330780495,,"         4,9",,,,
330000332,330780495,"         1,5","         4,9",,,,
330000340,330780495,           1,"         4,9",,,,
330000662,330780495,"         1,3",,"        20,3",,,
330780040,330780495,"         1,6","        11,3","        11,2",,,
330780081,330780495,"         4,3","         4,8","         0,5",,,
330780115,330780495,"         1,4","         5,2","         1,4",,"        31,2",
330780206,330780495,,"         5,2","         1,4",,"        31,2",
330780271,330780495,"         2,4","         2,5","         1,4",,"        31,2",
330780354,330780495,"         5,8","         1,7",,,"        31,2",
330780479,330780495,"         3,9","         3,7","         3,9","         2,5",,"        12,6"
330780487,330780495,"         0,7","         3,7","         3,9","         2,5",,"        12,6"
330780495,330780495,"        29,6","        31,9",          79,"        50,9",,
330780503,330780495,"         3,5","         0,4",           5,"        50,9",,
330780529,330780495,"         1,3","         4,2","         6,4",,           4,
330780537,330780495,"         0,6","         4,2","         6,4",,           4,
330781196,330780495,"        30,8",          16,"         7,5","         8,3",,"        21,8"
330781204,330780495,"         0,4",          16,"         7,5","         8,3",,"        21,8"
330781303,330780495,,,"         7,5","         8,3",,"        21,8"
330781402,330780495,"         0,6",           2,           1,,,"        21,8"
330782582,330780495,"        13,6","         8,1","         4,9","         6,6",,"         3,7"
240000059,330780503,"         2,4","         8,1","         4,9","         6,6",,"         3,7"
240000117,330780503,"         2,5","         8,1","         4,9","         6,6",,"         3,7"
240000190,330780503,"         2,6","         8,1","         4,9","         6,6",,"         3,7"
330000340,330780503,"         2,5","        22,5","         2,2",,,"         3,7"
330000662,330780503,,"        22,5","         2,2",,,"         3,7"
330027509,330780503,"         2,5","         1,5","         2,2",,,"         3,7"
330780040,330780503,"         4,8","        13,4","         2,2",,,"         3,7"
330780081,330780503,"         3,1",,"         2,2",,,"         3,7"
330780115,330780503,"         3,5","         0,2","         3,1",,,"         3,7"
330780206,330780503,,"         0,2","         3,1",,,"         3,7"
330780263,330780503,"         2,9","         2,9","         1,2","         6,2",,"         3,7"
330780271,330780503,"         1,9","         2,9","         1,2","         6,2",,"         3,7"
330780354,330780503,"         2,8","         2,9","         1,2","         6,2",,"         3,7"
330780479,330780503,"         4,8","         2,6","         8,9","         4,4",,"         3,7"
330780487,330780503,"         5,2","         2,6","         8,9","         4,4",,"         3,7"
330780503,330780503,"         2,7","         4,4","        13,9","         8,2",,
330780529,330780503,"         2,3","         2,9","         4,9",,,
330780537,330780503,"         1,5","         2,9","         4,9",,,
330781196,330780503,"        42,4","        16,3",          38,"        12,6",,
330781204,330780503,"         2,5","         5,8",          38,"        12,6",,
330781253,330780503,"         3,7","         0,3",,"        12,6",,
330781303,330780503,"         2,7",,,"        12,6",,
330781402,330780503,"         4,4",,,"        12,6",,
330782582,330780503,"         3,3","         3,4","         3,7","         6,8",,
400011177,330780503,"         0,4","         3,4","         3,7","         6,8",,
330000340,330780511,"         1,6","         3,3","         1,6",,"         2,4",
330000662,330780511,"         1,6",,"        17,3",,"         2,4",
330027509,330780511,"        26,8","        23,7","         9,7",,"         5,1",
330780040,330780511,"         4,5","         5,9",,,"         5,1",
330780081,330780511,"         1,7","         3,5",,,"         5,1",
330780115,330780511,"         2,1","         3,9",,,"         5,1",
330780263,330780511,,"         3,9",,,"         5,1",
330780271,330780511,"         2,7","         3,9",,,"         5,1",
330780479,330780511,"         1,4","         1,7",,"         8,2","         5,1",
330780487,330780511,"         7,3","         1,7",,"         8,2","         5,1",
330780503,330780511,"         1,3","         6,2","         7,2","         8,2","         5,1",
330780511,330780511,          13,"        18,9",,"        40,7",,"        39,6"
330780529,330780511,"         1,9","         1,6",,"        40,7",,"        39,6"
330781196,330780511,"        30,6","        16,9","         6,4",,          18,"        39,6"
330781212,330780511,"         2,4",,"         6,4",,          18,"        39,6"
330781253,330780511,"         2,7",,"         6,4",,          18,"        39,6"
330781303,330780511,"         1,7",,"         0,4",,          18,"        39,6"
330781402,330780511,"         2,3","         2,6","         0,4",,          18,"        39,6"
330782582,330780511,"         2,1",,"         0,1",,          18,"        39,6"
400011177,330780511,"         1,7",,"         0,1",,          18,"        39,6"
470001660,330780511,"         5,6","         1,5","         1,2",,"         0,3","        39,6"
330000340,330780529,"         4,1","         4,9",           3,,"         8,3","        39,6"
330000662,330780529,,"        22,2",           3,,"         8,3","        39,6"
330780040,330780529,"         7,9","        15,4",,,"         8,3","        39,6"
330780081,330780529,"         2,1","         4,6",,,"         8,3","        39,6"
330780115,330780529,"         1,8","         6,2","         3,4",,"        20,2","        39,6"
330780206,330780529,"         7,1","         6,2","         3,4",,"        20,2","        39,6"
330780263,330780529,"         0,6","         6,2","         3,4",,"        20,2","        39,6"
330780271,330780529,"         2,1","         6,2","         3,4",,"        20,2","        39,6"
330780354,330780529,"         3,5","         6,2","         3,4",,"        20,2","        39,6"
330780479,330780529,"         5,5","         4,1","         4,7",,"        15,6","        39,6"
330780495,330780529,"         1,2",,,,"        15,6","        39,6"
330780503,330780529,"         3,5","         6,9","         9,1",,"        15,6","        39,6"
330780529,330780529,"         3,8","         6,9",,"         7,3",,"         3,9"
330780537,330780529,"         3,8","         4,5",,"         7,3",,"         3,9"
330781196,330780529,"        52,2","        24,7","        14,9",,"        19,5","         3,9"
330781253,330780529,"         0,6","        24,7","        14,9",,"        19,5","         3,9"
330781303,330780529,"         4,3","         3,4",,"         2,3","        19,5","         3,9"
330781402,330780529,"         1,9","         3,2","         5,3",,"        19,5","         3,9"
330782582,330780529,"         3,5","         5,2","         5,7",,"         4,8","         3,9"
170780175,330780537,,"         5,2","         5,7",,"         4,8","         3,9"
240000117,330780537,,"         5,2","         5,7",,"         4,8","         3,9"
330000340,330780537,           1,"         1,2","         2,4","         0,5",,"         3,3"
330000662,330780537,"         1,7",,"        20,1","         0,5",,"         3,3"
330780040,330780537,"         6,7",           6,,"         0,5",,"         3,3"
330780081,330780537,"         2,9","         3,7",           1,,,"         3,3"
330780115,330780537,"         1,5","         4,5",,"         1,9",,"        26,6"
330780206,330780537,"         0,9","         4,3","        10,1",,,"        26,6"
330780263,330780537,"         0,2","         0,4","        10,1",,,"        26,6"
330780271,330780537,"         1,8","         0,4","        10,1",,,"        26,6"
330780479,330780537,"         2,3","         2,8","         3,5",,          19,"        26,6"
330780495,330780537,"         1,1","         2,8","         3,5",,          19,"        26,6"
330780503,330780537,"         2,6",           6,"         7,6",           8,,"        26,6"
330780529,330780537,"         1,7","         3,7",           5,"         1,9",,"        26,6"
330780537,330780537,"        38,2","        35,8","        45,1","        44,4",,
330781196,330780537,"        34,3","        13,7","        12,1","         7,8",,"        16,6"
330781204,330780537,"         4,4","         3,8","        22,6","         1,3",,"        16,6"
330781253,330780537,"         0,1","         3,8","        22,6","         1,3",,"        16,6"
330781303,330780537,"         0,2","         3,8","        22,6","         1,3",,"        16,6"
330781402,330780537,,,"        22,6","         1,3",,"        16,6"
330782582,330780537,"         1,6","         2,8","         3,9","         3,2",,"        10,7"
240000059,330781139,"         2,6","         2,8","         3,9","         3,2",,"        10,7"
240000117,330781139,"         1,7","         2,8","         3,9","         3,2",,"        10,7"
330000340,330781139,           2,"         2,6","         3,9","         3,2",,"        10,7"
330780040,330781139,          23,"         2,6","         3,9","         3,2",,"        10,7"
330780081,330781139,"         3,5","         2,6","         3,9","         3,2",,"        10,7"
330780115,330781139,"         5,7","         2,6","         3,9","         3,2",,"        10,7"
330780263,330781139,"         3,6","         2,6","         3,9","         3,2",,"        10,7"
330780271,330781139,"         2,4","         2,6","         3,9","         3,2",,"        10,7"
330780354,330781139,"         2,4","         2,6","         3,9","         3,2",,"        10,7"
330780479,330781139,"         4,8","         6,4","         3,9","         3,2",,"        10,7"
330780503,330781139,"         7,1","         6,4","         3,9","         3,2",,"        10,7"
330780529,330781139,"         1,5",           4,"         3,9","         3,2",,"        10,7"
330781139,330781139,,,,,,
330781196,330781139,          38,"        22,1",,,,
330781253,330781139,"         4,9","        22,1",,,,
330781303,330781139,"         2,1","        22,1",,,,
330781402,330781139,"         6,4","        22,1",,,,
330782582,330781139,"         2,9","         5,3",,,,
170780175,330781196,,"         5,3",,,,
330000340,330781196,"         2,1","         2,4",          13,"         2,1",,"         3,9"
330000662,330781196,,"        17,4",          13,"         2,1",,"         3,9"
330027509,330781196,"         2,2","         0,2",          13,"         2,1",,"         3,9"
330780040,330781196,"         4,8","        12,7",          13,"         2,1",,"         3,9"
330780081,330781196,"         3,1",,          13,"         2,1",,"         3,9"
330780115,330781196,"         3,5","         0,3","         2,9",,"        13,9","         3,9"
330780206,330781196,"         4,2",,"         1,6",,"        13,9","         3,9"
330780263,330781196,"         3,6",           3,"         8,8","         6,5",,"         4,3"
330780479,330781196,"         4,6","         2,6","        21,6","         4,2",,"        16,5"
330780487,330781196,"         5,2","         2,6","        21,6","         4,2",,"        16,5"
330780495,330781196,"         0,3","         2,6","        21,6","         4,2",,"        16,5"
330780503,330781196,"         4,4","         4,4","         7,9","         4,2",,"        16,5"
330780511,330781196,"         2,5","         4,4","         7,9","         4,2",,"        16,5"
330780529,330781196,"         1,9","         2,9","         4,7",,,"        16,5"
330780537,330781196,"         1,8","         0,2","         4,7",,,"        16,5"
330781196,330781196,"        39,7","        16,5","        40,1","        12,2",,"        19,4"
330781204,330781196,           2,"         0,3","        40,1","        12,2",,"        19,4"
330781220,330781196,"         2,2","         0,3","        40,1","        12,2",,"        19,4"
330781253,330781196,"         6,9","         4,1","         0,4",,"         3,8","        19,4"
330781303,330781196,"         2,3","         4,1","         0,4",,"         3,8","        19,4"
330781402,330781196,"         4,2","         4,1","         0,4",,"         3,8","        19,4"
330782582,330781196,           3,"         3,4","         7,8","         6,6",,"         2,2"
400011177,330781196,"         1,1","         3,4","         7,8","         6,6",,"         2,2"
400780193,330781196,"         1,6","         3,4","         7,8","         6,6",,"         2,2"
470000159,330781196,           1,"         3,4","         7,8","         6,6",,"         2,2"
330000340,330781204,"         1,2","         1,7","         2,4","         0,7",,"         1,3"
330000662,330781204,"         2,4",,"        23,5","         0,7",,"         1,3"
330780040,330781204,"         3,8","         3,4","        23,5","         0,7",,"         1,3"
330780081,330781204,           1,"         2,4",,"         0,7",,"         1,3"
330780115,330781204,"         1,6","         0,9",,"         4,1",,"         1,3"
330780206,330781204,          12,"        30,6","        51,8",,"        16,7","         1,3"
330780263,330781204,"         0,1","         3,2","        51,8",,"        16,7","         1,3"
330780271,330781204,"         1,2","         3,2","        51,8",,"        16,7","         1,3"
330780479,330781204,"         2,4","         1,9","         1,3",,"        23,5","         1,3"
330780487,330781204,"         4,3","         1,9","         1,3",,"        23,5","         1,3"
